Gene,Non-unique Gene name,Annotation,8CESK0LV,IUSRULWE,MEALYT7M,MTU6F5AX,YMM2RB8W
group_3872,,oxidoreductase,GCDEOBMB_00707,DBBBBKPJ_00273,INHMNHHN_03329,PDFLHPBO_00161,FNCGEDBI_02454
mmsB,mmsB,3-hydroxyisobutyrate dehydrogenase,GCDEOBMB_01094,DBBBBKPJ_00873,INHMNHHN_02904,PDFLHPBO_05401,FNCGEDBI_00366
surA,surA,chaperone SurA,GCDEOBMB_06025,DBBBBKPJ_00333,INHMNHHN_03389,PDFLHPBO_00061,FNCGEDBI_02515
group_3870,,chloramphenicol-sensitive protein RarD,GCDEOBMB_00658,DBBBBKPJ_00225,INHMNHHN_03279,PDFLHPBO_00211,FNCGEDBI_02404
group_3869,,hypothetical protein,GCDEOBMB_01273,DBBBBKPJ_02958,INHMNHHN_02724,PDFLHPBO_05581,FNCGEDBI_00186
group_3868,,hypothetical protein,GCDEOBMB_00716,DBBBBKPJ_00282,INHMNHHN_03338,PDFLHPBO_00152,FNCGEDBI_02463
group_3867,,hypothetical protein,GCDEOBMB_00730,DBBBBKPJ_00296,INHMNHHN_03352,PDFLHPBO_00138,FNCGEDBI_02477
group_3866,,chloramphenicol-sensitive protein RarD,GCDEOBMB_02556,DBBBBKPJ_05253,INHMNHHN_03000,PDFLHPBO_05325,FNCGEDBI_00442
group_3865,,hypothetical protein,GCDEOBMB_01222,DBBBBKPJ_03010,INHMNHHN_02776,PDFLHPBO_05529,FNCGEDBI_00238
group_3864,,hypothetical protein,GCDEOBMB_01209,DBBBBKPJ_03023,INHMNHHN_02789,PDFLHPBO_05516,FNCGEDBI_00251
group_3861,,hypothetical protein,GCDEOBMB_01460,DBBBBKPJ_02819,INHMNHHN_04064,PDFLHPBO_01450,FNCGEDBI_05578
group_3859,,hypothetical protein,GCDEOBMB_00622,DBBBBKPJ_00190,INHMNHHN_03243,PDFLHPBO_00301,FNCGEDBI_02368
group_3858,,hypothetical protein,GCDEOBMB_00743,DBBBBKPJ_00309,INHMNHHN_03365,PDFLHPBO_00125,FNCGEDBI_02490
group_3855,,hypothetical protein,GCDEOBMB_04102,DBBBBKPJ_00905,INHMNHHN_03483,PDFLHPBO_04127,FNCGEDBI_02092
glpK,glpK,glycerol kinase,GCDEOBMB_01107,DBBBBKPJ_03126,INHMNHHN_02891,PDFLHPBO_05414,FNCGEDBI_00353
group_3854,,iron-sulfur cluster insertion protein ErpA,GCDEOBMB_05970,DBBBBKPJ_00389,INHMNHHN_03444,PDFLHPBO_00004,FNCGEDBI_02597
eamA_1,eamA_1,putative amino-acid metabolite efflux pump,GCDEOBMB_01474,DBBBBKPJ_02805,INHMNHHN_04078,PDFLHPBO_01464,FNCGEDBI_05592
prfB,prfB,peptide chain release factor 1,GCDEOBMB_01226,DBBBBKPJ_03006,INHMNHHN_02772,PDFLHPBO_05533,FNCGEDBI_00234
hasAp,hasAp,heme acquisition protein HasA,GCDEOBMB_02623,DBBBBKPJ_04879,INHMNHHN_00430,PDFLHPBO_03122,FNCGEDBI_00509
hom,hom,homoserine dehydrogenase,GCDEOBMB_01261,DBBBBKPJ_02971,INHMNHHN_02737,PDFLHPBO_05568,FNCGEDBI_00199
group_3853,,Carnitine monooxygenase reductase subunit,GCDEOBMB_00718,DBBBBKPJ_00284,INHMNHHN_03340,PDFLHPBO_00150,FNCGEDBI_02465
group_3852,,hypothetical protein,GCDEOBMB_05993,DBBBBKPJ_00366,INHMNHHN_03421,PDFLHPBO_00027,FNCGEDBI_02547
group_3851,,chaperone,GCDEOBMB_01416,DBBBBKPJ_02863,INHMNHHN_04024,PDFLHPBO_01410,FNCGEDBI_00031
rplS,rplS,50S ribosomal protein L19,GCDEOBMB_01267,DBBBBKPJ_02964,INHMNHHN_02730,PDFLHPBO_05575,FNCGEDBI_00192
group_3849,,hypothetical protein,GCDEOBMB_04110,DBBBBKPJ_00913,INHMNHHN_03475,PDFLHPBO_02096,FNCGEDBI_02066
tpbA,tpbA,protein tyrosine phosphatase TpbA,GCDEOBMB_01459,DBBBBKPJ_02820,INHMNHHN_04063,PDFLHPBO_01449,FNCGEDBI_05577
group_3848,,hypothetical protein,GCDEOBMB_02601,DBBBBKPJ_05044,INHMNHHN_00408,PDFLHPBO_03144,FNCGEDBI_00487
algD,algD,GDP-mannose 6-dehydrogenase AlgD,GCDEOBMB_01064,DBBBBKPJ_00843,INHMNHHN_02936,PDFLHPBO_05371,FNCGEDBI_00396
group_3847,,hypothetical protein,GCDEOBMB_01220,DBBBBKPJ_03012,INHMNHHN_02778,PDFLHPBO_05527,FNCGEDBI_00240
group_3846,,transcriptional regulator,GCDEOBMB_01236,DBBBBKPJ_02996,INHMNHHN_02762,PDFLHPBO_05543,FNCGEDBI_00224
group_3845,,hypothetical protein,GCDEOBMB_01256,DBBBBKPJ_02976,INHMNHHN_02742,PDFLHPBO_05563,FNCGEDBI_00204
group_3844,,hypothetical protein,GCDEOBMB_06207,DBBBBKPJ_00959,INHMNHHN_04806,PDFLHPBO_02049,FNCGEDBI_01966
group_3843,,glutathione S-transferase,GCDEOBMB_00639,DBBBBKPJ_00207,INHMNHHN_03261,PDFLHPBO_00229,FNCGEDBI_02386
group_3842,,transcriptional regulator,GCDEOBMB_00609,DBBBBKPJ_00176,INHMNHHN_03230,PDFLHPBO_00314,FNCGEDBI_02355
group_3841,,major facilitator superfamily transporter,GCDEOBMB_01274,DBBBBKPJ_02957,INHMNHHN_02723,PDFLHPBO_05582,FNCGEDBI_00185
group_3840,,hypothetical protein,GCDEOBMB_06004,DBBBBKPJ_00354,INHMNHHN_03410,PDFLHPBO_00038,FNCGEDBI_02536
group_3839,,hypothetical protein,GCDEOBMB_01188,DBBBBKPJ_03045,INHMNHHN_02810,PDFLHPBO_05495,FNCGEDBI_00272
yhaI,yhaI,Inner membrane protein YhaI,GCDEOBMB_00735,DBBBBKPJ_00301,INHMNHHN_03357,PDFLHPBO_00133,FNCGEDBI_02482
gfnR,gfnR,glutathione-dependent formaldehyde neutralization regulator GfnR,GCDEOBMB_01155,DBBBBKPJ_03078,INHMNHHN_02843,PDFLHPBO_05462,FNCGEDBI_00305
group_3838,,multidrug resistance protein,GCDEOBMB_01468,DBBBBKPJ_02811,INHMNHHN_04072,PDFLHPBO_01458,FNCGEDBI_05586
group_3837,,transcriptional regulator,GCDEOBMB_01301,DBBBBKPJ_02930,INHMNHHN_05161,PDFLHPBO_01341,FNCGEDBI_00152
group_3836,,transcriptional regulator,GCDEOBMB_00619,DBBBBKPJ_00186,INHMNHHN_03240,PDFLHPBO_00304,FNCGEDBI_02365
lptE,lptE,LPS-assembly lipoprotein LptE,GCDEOBMB_04135,DBBBBKPJ_00938,INHMNHHN_03450,PDFLHPBO_02071,FNCGEDBI_02041
yqjC,yqjC,Protein YqjC,GCDEOBMB_00715,DBBBBKPJ_00281,INHMNHHN_03337,PDFLHPBO_00153,FNCGEDBI_02462
rsfS,rsfS,Ribosomal silencing factor RsfS,GCDEOBMB_06201,DBBBBKPJ_00953,INHMNHHN_04812,PDFLHPBO_02055,FNCGEDBI_01972
group_3833,,leucine export protein LeuE,GCDEOBMB_01190,DBBBBKPJ_03043,INHMNHHN_02808,PDFLHPBO_05497,FNCGEDBI_00270
group_3832,,amino acid permease,GCDEOBMB_01122,DBBBBKPJ_03111,INHMNHHN_02876,PDFLHPBO_05429,FNCGEDBI_00338
group_3831,,hypothetical protein,GCDEOBMB_06320,DBBBBKPJ_00822,INHMNHHN_02957,PDFLHPBO_05350,FNCGEDBI_00417
group_3830,,short-chain dehydrogenase,GCDEOBMB_02602,DBBBBKPJ_05045,INHMNHHN_00409,PDFLHPBO_03143,FNCGEDBI_00488
group_3829,,hypothetical protein,GCDEOBMB_01148,DBBBBKPJ_03085,INHMNHHN_02850,PDFLHPBO_05455,FNCGEDBI_00312
group_3828,,hypothetical protein,GCDEOBMB_01426,DBBBBKPJ_02853,INHMNHHN_04032,PDFLHPBO_01418,FNCGEDBI_00023
cheB~~~wspR_2,cheB;wspR_2,Protein-glutamate methylesterase/protein-glutamine glutaminase;two-component response regulator,GCDEOBMB_01227,DBBBBKPJ_03005,INHMNHHN_02771,PDFLHPBO_05534,FNCGEDBI_00233
group_3827,,transcriptional regulator,GCDEOBMB_00736,DBBBBKPJ_00302,INHMNHHN_03358,PDFLHPBO_00132,FNCGEDBI_02483
group_3826,,pseudouridine synthase,GCDEOBMB_04114,DBBBBKPJ_00917,INHMNHHN_03471,PDFLHPBO_02092,FNCGEDBI_02062
group_3824,,hypothetical protein,GCDEOBMB_06005,DBBBBKPJ_00353,INHMNHHN_03409,PDFLHPBO_00039,FNCGEDBI_02535
ybdG,ybdG,Miniconductance mechanosensitive channel YbdG,GCDEOBMB_02561,DBBBBKPJ_05258,INHMNHHN_03005,PDFLHPBO_05320,FNCGEDBI_00447
group_3822,,tRNA(Ile)-lysidine synthase,GCDEOBMB_01163,DBBBBKPJ_03070,INHMNHHN_02835,PDFLHPBO_05470,FNCGEDBI_00297
group_3821,,hypothetical protein,GCDEOBMB_01186,DBBBBKPJ_03047,INHMNHHN_02812,PDFLHPBO_05493,FNCGEDBI_00274
nirC,nirC,cytochrome c55X,GCDEOBMB_00688,DBBBBKPJ_00255,INHMNHHN_03311,PDFLHPBO_00179,FNCGEDBI_02436
group_3820,,aromatic acid decarboxylase,GCDEOBMB_06215,DBBBBKPJ_00967,INHMNHHN_04799,PDFLHPBO_02041,FNCGEDBI_01958
group_3819,,hypothetical protein,GCDEOBMB_05989,DBBBBKPJ_00370,INHMNHHN_03425,PDFLHPBO_00023,FNCGEDBI_02551
sttH_1~~~nicF,sttH_1;nicF,Streptothricin hydrolase;Maleamate amidohydrolase,GCDEOBMB_04099,DBBBBKPJ_00902,INHMNHHN_03486,PDFLHPBO_04130,FNCGEDBI_02095
thiE_2,thiE_2,thiamine-phosphate pyrophosphorylase,GCDEOBMB_04123,DBBBBKPJ_00926,INHMNHHN_03462,PDFLHPBO_02083,FNCGEDBI_02053
rocA1,rocA1,two-component response regulator RocA1,GCDEOBMB_04094,DBBBBKPJ_00897,INHMNHHN_03491,PDFLHPBO_04135,FNCGEDBI_02100
hasE,hasE,metalloprotease secretion protein,GCDEOBMB_02625,DBBBBKPJ_04877,INHMNHHN_00432,PDFLHPBO_03120,FNCGEDBI_00511
group_3818,,hypothetical protein,GCDEOBMB_01246,DBBBBKPJ_02986,INHMNHHN_02752,PDFLHPBO_05553,FNCGEDBI_00214
group_3817,,carbon-phosphorus lyase complex subunit,GCDEOBMB_02652,DBBBBKPJ_04850,INHMNHHN_00459,PDFLHPBO_03093,FNCGEDBI_00538
nosF,nosF,copper ABC transporter ATP-binding protein,GCDEOBMB_02637,DBBBBKPJ_04865,INHMNHHN_00444,PDFLHPBO_03108,FNCGEDBI_00523
rutB_1,rutB_1,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB,GCDEOBMB_01309,DBBBBKPJ_02922,INHMNHHN_05169,PDFLHPBO_01349,FNCGEDBI_00144
group_3816,,hypothetical protein,GCDEOBMB_01297,DBBBBKPJ_02934,INHMNHHN_05157,PDFLHPBO_01337,FNCGEDBI_00156
group_3815,,hypothetical protein,GCDEOBMB_05988,DBBBBKPJ_00371,INHMNHHN_03426,PDFLHPBO_00022,FNCGEDBI_02552
nalD,nalD,transcriptional regulator,GCDEOBMB_01099,DBBBBKPJ_00878,INHMNHHN_02899,PDFLHPBO_05406,FNCGEDBI_00361
group_3814,,two-component response regulator,GCDEOBMB_06018,DBBBBKPJ_00340,INHMNHHN_03396,PDFLHPBO_00052,FNCGEDBI_02522
group_3813,,ATP-dependent RNA helicase,GCDEOBMB_02563,DBBBBKPJ_05260,INHMNHHN_03007,PDFLHPBO_06252,FNCGEDBI_00449
group_3812,,hypothetical protein,GCDEOBMB_02544,DBBBBKPJ_05241,INHMNHHN_02988,PDFLHPBO_05337,FNCGEDBI_00430
pal_1~~~pal_4,pal_1;pal_4,Peptidoglycan-associated lipoprotein,GCDEOBMB_06313,DBBBBKPJ_00829,INHMNHHN_02950,PDFLHPBO_05357,FNCGEDBI_00410
group_3811,,(dimethylallyl)adenosine tRNA methylthiotransferase,GCDEOBMB_04127,DBBBBKPJ_00930,INHMNHHN_03458,PDFLHPBO_02079,FNCGEDBI_02049
dauR,dauR,transcriptional regulator,GCDEOBMB_01440,DBBBBKPJ_02839,INHMNHHN_04046,PDFLHPBO_01432,FNCGEDBI_00009
argF,argF,ornithine carbamoyltransferase,GCDEOBMB_01061,DBBBBKPJ_00840,INHMNHHN_02939,PDFLHPBO_05368,FNCGEDBI_00399
group_3809,,transcriptional regulator,GCDEOBMB_00664,DBBBBKPJ_00231,INHMNHHN_03285,PDFLHPBO_00205,FNCGEDBI_02410
group_3806,,hydrolase,GCDEOBMB_06204,DBBBBKPJ_00956,INHMNHHN_04809,PDFLHPBO_02052,FNCGEDBI_01969
group_3805,,hypothetical protein,GCDEOBMB_01462,DBBBBKPJ_02817,INHMNHHN_04066,PDFLHPBO_01452,FNCGEDBI_05580
sfnC,sfnC,putative FMNH2-dependent monooxygenase SfnC,GCDEOBMB_04084,DBBBBKPJ_00888,INHMNHHN_03500,PDFLHPBO_04144,FNCGEDBI_02109
rhlR,;rhlR,hypothetical protein;transcriptional regulator RhlR,GCDEOBMB_02552,DBBBBKPJ_05249,INHMNHHN_02996,PDFLHPBO_05329,FNCGEDBI_00438
group_3804,,cell division protein FtsB,GCDEOBMB_01159,DBBBBKPJ_03074,INHMNHHN_02839,PDFLHPBO_05466,FNCGEDBI_00301
group_3803,,transcriptional regulator,GCDEOBMB_01090,DBBBBKPJ_00869,INHMNHHN_02908,PDFLHPBO_05397,FNCGEDBI_00370
group_3802,,hypothetical protein,GCDEOBMB_01223,DBBBBKPJ_03009,INHMNHHN_02775,PDFLHPBO_05530,FNCGEDBI_00237
secF,secF,preprotein translocase subunit SecF,GCDEOBMB_01346,DBBBBKPJ_02885,INHMNHHN_05206,PDFLHPBO_01386,FNCGEDBI_00107
metR,metR,transcriptional regulator MetR,GCDEOBMB_01112,DBBBBKPJ_03121,INHMNHHN_02886,PDFLHPBO_05419,FNCGEDBI_00348
group_3801,,hypothetical protein,0_refound_10,DBBBBKPJ_02970,INHMNHHN_02736,PDFLHPBO_05569,FNCGEDBI_00198
group_3800,,hypothetical protein,GCDEOBMB_01275,DBBBBKPJ_02956,INHMNHHN_02722,PDFLHPBO_05583,FNCGEDBI_00184
nth,nth,endonuclease III,GCDEOBMB_06326,DBBBBKPJ_00816,INHMNHHN_02981,PDFLHPBO_05344,FNCGEDBI_00423
lsrG_1,lsrG_1,(4S)-4-hydroxy-5-phosphonooxypentane-23-dione isomerase,GCDEOBMB_02642,DBBBBKPJ_04860,INHMNHHN_00449,PDFLHPBO_03103,FNCGEDBI_00528
group_3798,,ATP-dependent RNA helicase,GCDEOBMB_04096,DBBBBKPJ_00899,INHMNHHN_03489,PDFLHPBO_04133,FNCGEDBI_02098
group_3797,,antioxidant protein,GCDEOBMB_02579,DBBBBKPJ_05022,INHMNHHN_00386,PDFLHPBO_05884,FNCGEDBI_00465
mmsR_2,mmsR_2,transcriptional regulator MmsR,GCDEOBMB_01096,DBBBBKPJ_00875,INHMNHHN_02902,PDFLHPBO_05403,FNCGEDBI_00364
group_3796,,ABC transporter ATP-binding protein,GCDEOBMB_01197,DBBBBKPJ_03036,INHMNHHN_02801,PDFLHPBO_05504,FNCGEDBI_00263
group_3794,,transcriptional regulator,GCDEOBMB_01203,DBBBBKPJ_03029,INHMNHHN_02795,PDFLHPBO_05510,FNCGEDBI_00257
group_3791,,transcriptional regulator,GCDEOBMB_02633,DBBBBKPJ_04869,INHMNHHN_00440,PDFLHPBO_03112,FNCGEDBI_00519
group_3790,,zinc metalloprotease,GCDEOBMB_01174,DBBBBKPJ_03059,INHMNHHN_02824,PDFLHPBO_05481,FNCGEDBI_00286
folX,folX,D-erythro-78-dihydroneopterin triphosphate 2'-epimerase,GCDEOBMB_02591,DBBBBKPJ_05034,INHMNHHN_00398,PDFLHPBO_05896,FNCGEDBI_00477
group_3788,,transcriptional regulator,GCDEOBMB_00649,DBBBBKPJ_00217,INHMNHHN_03271,PDFLHPBO_00219,FNCGEDBI_02396
aprF_1,aprF_1,alkaline protease secretion protein AprF,GCDEOBMB_02626,DBBBBKPJ_04876,INHMNHHN_00433,PDFLHPBO_03119,FNCGEDBI_00512
dgkA,dgkA,diacylglycerol kinase,GCDEOBMB_01128,DBBBBKPJ_03105,INHMNHHN_02870,PDFLHPBO_05435,FNCGEDBI_00332
group_3787,,hypothetical protein,GCDEOBMB_01424,DBBBBKPJ_02855,INHMNHHN_04030,PDFLHPBO_01416,FNCGEDBI_00025
prtN_2~~~prtN,prtN_2;prtN,transcriptional regulator PrtN,GCDEOBMB_06009,DBBBBKPJ_00349,INHMNHHN_03405,PDFLHPBO_00043,FNCGEDBI_02531
group_3784,,HIT family protein,GCDEOBMB_05979,DBBBBKPJ_00380,INHMNHHN_03435,PDFLHPBO_00013,FNCGEDBI_02588
creD,creD,Inner membrane protein CreD,GCDEOBMB_00636,DBBBBKPJ_00204,INHMNHHN_03258,PDFLHPBO_00232,FNCGEDBI_02383
group_3783,,hypothetical protein,GCDEOBMB_01254,DBBBBKPJ_02978,INHMNHHN_02744,PDFLHPBO_05561,FNCGEDBI_00206
nalC,nalC,transcriptional regulator,GCDEOBMB_01245,DBBBBKPJ_02987,INHMNHHN_02753,PDFLHPBO_05552,FNCGEDBI_00215
mpl,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase,GCDEOBMB_06216,DBBBBKPJ_00968,INHMNHHN_04798,PDFLHPBO_02040,FNCGEDBI_01957
group_3782,,electron transport complex subunit G,GCDEOBMB_06328,DBBBBKPJ_00814,INHMNHHN_02983,PDFLHPBO_05342,FNCGEDBI_00425
nadD_2,nadD_2,nicotinic acid mononucleotide adenylyltransferase,GCDEOBMB_06202,DBBBBKPJ_00954,INHMNHHN_04811,PDFLHPBO_02054,FNCGEDBI_01971
vfr,vfr,cAMP-regulatory protein,GCDEOBMB_05983,DBBBBKPJ_00376,INHMNHHN_03431,PDFLHPBO_00017,FNCGEDBI_02584
group_3781,,putative protein,GCDEOBMB_06301,DBBBBKPJ_05578,INHMNHHN_04103,PDFLHPBO_01489,FNCGEDBI_05617
group_3780,,hypothetical protein,GCDEOBMB_01327,DBBBBKPJ_02904,INHMNHHN_05187,PDFLHPBO_01367,FNCGEDBI_00126
group_3779,,major facilitator superfamily transporter,GCDEOBMB_02562,DBBBBKPJ_05259,INHMNHHN_03006,PDFLHPBO_06253,FNCGEDBI_00448
group_3778,,oxidoreductase,GCDEOBMB_00613,DBBBBKPJ_00180,INHMNHHN_03234,PDFLHPBO_00310,FNCGEDBI_02359
group_3777,,2-nonaprenyl-3-methyl-6-methoxy-14-benzoquinol hydroxylase,GCDEOBMB_05980,DBBBBKPJ_00379,INHMNHHN_03434,PDFLHPBO_00014,FNCGEDBI_02587
group_3775,,hypothetical protein,GCDEOBMB_02565,1_refound_27_stop,INHMNHHN_03009,PDFLHPBO_06250,FNCGEDBI_00451
group_3774,,putative protein,GCDEOBMB_02608,DBBBBKPJ_05051,INHMNHHN_00415,PDFLHPBO_03137,FNCGEDBI_00494
group_3773,,protein ApaG,GCDEOBMB_06028,DBBBBKPJ_00330,INHMNHHN_03386,PDFLHPBO_00064,FNCGEDBI_02512
group_3772,,transcriptional regulator,GCDEOBMB_04120,DBBBBKPJ_00923,INHMNHHN_03465,PDFLHPBO_02086,FNCGEDBI_02056
group_3771,,hypothetical protein,GCDEOBMB_01194,DBBBBKPJ_03039,INHMNHHN_02804,PDFLHPBO_05501,FNCGEDBI_00266
adk,adk,adenylate kinase,GCDEOBMB_01211,DBBBBKPJ_03021,INHMNHHN_02787,PDFLHPBO_05518,FNCGEDBI_00249
group_3770,,two-component response regulator,GCDEOBMB_01239,DBBBBKPJ_02993,INHMNHHN_02759,PDFLHPBO_05546,FNCGEDBI_00221
ffh,ffh,signal recognition particle protein Ffh,GCDEOBMB_01271,DBBBBKPJ_02960,INHMNHHN_02726,PDFLHPBO_05579,FNCGEDBI_00188
group_3769,,ABC transporter,GCDEOBMB_01465,DBBBBKPJ_02814,INHMNHHN_04069,PDFLHPBO_01455,FNCGEDBI_05583
group_3768,,carboxylesterase,GCDEOBMB_01435,DBBBBKPJ_02844,INHMNHHN_04041,PDFLHPBO_01427,FNCGEDBI_00014
group_3767,,hypothetical protein,GCDEOBMB_01428,DBBBBKPJ_02851,INHMNHHN_04034,PDFLHPBO_01420,FNCGEDBI_00021
group_3766,,transcriptional regulator,GCDEOBMB_01303,DBBBBKPJ_02928,INHMNHHN_05163,PDFLHPBO_01343,FNCGEDBI_00150
group_3764,,acetyl-CoA carboxylase biotin carboxylase subunit,GCDEOBMB_00667,DBBBBKPJ_00234,INHMNHHN_03288,PDFLHPBO_00202,FNCGEDBI_02413
dbpA,dbpA,ATP-dependent RNA helicase DbpA,GCDEOBMB_00626,DBBBBKPJ_00194,INHMNHHN_03247,PDFLHPBO_00297,FNCGEDBI_02372
group_3763,,choline transporter,GCDEOBMB_04078,DBBBBKPJ_00882,INHMNHHN_03506,PDFLHPBO_04150,FNCGEDBI_02115
algF,algF,alginate o-acetyltransferase AlgF,GCDEOBMB_01074,DBBBBKPJ_00853,INHMNHHN_02926,PDFLHPBO_05381,FNCGEDBI_00386
xseA_1,xseA_1,exodeoxyribonuclease VII large subunit,GCDEOBMB_01302,DBBBBKPJ_02929,INHMNHHN_05162,PDFLHPBO_01342,FNCGEDBI_00151
group_3761,,hypothetical protein,GCDEOBMB_00653,DBBBBKPJ_00221,INHMNHHN_03275,PDFLHPBO_00215,FNCGEDBI_02400
lipB,lipB,lipoate-protein ligase B,GCDEOBMB_06193,DBBBBKPJ_00945,INHMNHHN_04820,PDFLHPBO_02063,FNCGEDBI_01980
erdR,erdR,response regulator ErdR,GCDEOBMB_01129,DBBBBKPJ_03104,INHMNHHN_02869,PDFLHPBO_05436,FNCGEDBI_00331
thiD,thiD,phosphomethylpyrimidine kinase,GCDEOBMB_04122,DBBBBKPJ_00925,INHMNHHN_03463,PDFLHPBO_02084,FNCGEDBI_02054
gloA1,gloA1,lactoylglutathione lyase,GCDEOBMB_06315,DBBBBKPJ_00827,INHMNHHN_02952,PDFLHPBO_05355,FNCGEDBI_00412
group_3759,,hypothetical protein,0_refound_6,1_refound_23,INHMNHHN_04100,PDFLHPBO_01486,FNCGEDBI_05614
fruK,fruK,1-phosphofructokinase,GCDEOBMB_01085,DBBBBKPJ_00864,INHMNHHN_02915,PDFLHPBO_05392,FNCGEDBI_00375
group_3758,,hypothetical protein,GCDEOBMB_04101,DBBBBKPJ_00904,INHMNHHN_03484,PDFLHPBO_04128,FNCGEDBI_02093
group_3757,,metallo-oxidoreductase,GCDEOBMB_01293,DBBBBKPJ_02938,INHMNHHN_02703,PDFLHPBO_05602,FNCGEDBI_00165
group_3756,,hypothetical protein,GCDEOBMB_01360,DBBBBKPJ_02871,INHMNHHN_04015,PDFLHPBO_01400,FNCGEDBI_00041
iscU,iscU,scaffold protein,GCDEOBMB_01339,DBBBBKPJ_02892,INHMNHHN_05199,PDFLHPBO_01379,FNCGEDBI_00114
group_3755,,hypothetical protein,GCDEOBMB_01060,DBBBBKPJ_00839,INHMNHHN_02940,PDFLHPBO_05367,FNCGEDBI_00400
group_3754,,hypothetical protein,GCDEOBMB_00713,DBBBBKPJ_00279,INHMNHHN_03335,PDFLHPBO_00155,FNCGEDBI_02460
group_3752,,hypothetical protein,GCDEOBMB_01251,DBBBBKPJ_02981,INHMNHHN_02747,PDFLHPBO_05558,FNCGEDBI_00209
group_3751,,nucleotide sugar dehydrogenase,GCDEOBMB_01083,DBBBBKPJ_00862,INHMNHHN_02917,PDFLHPBO_05390,FNCGEDBI_00377
narL,narL,transcriptional regulator NarL,GCDEOBMB_01453,DBBBBKPJ_02826,INHMNHHN_04057,PDFLHPBO_01443,FNCGEDBI_05571
dauB,dauB,NAD(P)H-dependent anabolic L-arginine dehydrogenase DauB,GCDEOBMB_01438,DBBBBKPJ_02841,INHMNHHN_04044,PDFLHPBO_01430,FNCGEDBI_00011
cidA_1,cidA_1,Holin-like protein CidA,GCDEOBMB_02597,DBBBBKPJ_05040,INHMNHHN_00404,PDFLHPBO_03148,FNCGEDBI_00483
group_3749,,hypothetical protein,GCDEOBMB_01312,DBBBBKPJ_02919,INHMNHHN_05172,PDFLHPBO_01352,FNCGEDBI_00141
norB,norB,nitric oxide reductase subunit B,GCDEOBMB_00695,DBBBBKPJ_00262,INHMNHHN_03318,PDFLHPBO_00172,FNCGEDBI_02443
group_3747,,ABC transporter permease,GCDEOBMB_01466,DBBBBKPJ_02813,INHMNHHN_04070,PDFLHPBO_01456,FNCGEDBI_05584
group_3746,,oxidoreductase,GCDEOBMB_01321,DBBBBKPJ_02910,INHMNHHN_05181,PDFLHPBO_01361,FNCGEDBI_00132
accA,accA,acetyl-CoA carboxylase carboxyltransferase subunit alpha,GCDEOBMB_01164,DBBBBKPJ_03069,INHMNHHN_02834,PDFLHPBO_05471,FNCGEDBI_00296
vgb,vgb,Virginiamycin B lyase,GCDEOBMB_00640,DBBBBKPJ_00208,INHMNHHN_03262,PDFLHPBO_00228,FNCGEDBI_02387
group_3744,,Ribonuclease,GCDEOBMB_01139,DBBBBKPJ_03094,INHMNHHN_02859,PDFLHPBO_05446,FNCGEDBI_00321
group_3743,,hypothetical protein,GCDEOBMB_04113,DBBBBKPJ_00916,INHMNHHN_03472,PDFLHPBO_02093,FNCGEDBI_02063
group_3741,,hypothetical protein,GCDEOBMB_01458,DBBBBKPJ_02821,INHMNHHN_04062,PDFLHPBO_01448,FNCGEDBI_05576
group_3740,,oxidoreductase,GCDEOBMB_02605,DBBBBKPJ_05048,INHMNHHN_00412,PDFLHPBO_03140,FNCGEDBI_00491
narK2,narK2,nitrite extrusion protein 2,GCDEOBMB_01450,DBBBBKPJ_02829,INHMNHHN_04054,PDFLHPBO_01440,FNCGEDBI_00001
group_3739,,hypothetical protein,GCDEOBMB_02576,DBBBBKPJ_05019,INHMNHHN_00383,PDFLHPBO_05881,FNCGEDBI_00462
group_3738,,major facilitator superfamily transporter,GCDEOBMB_01120,DBBBBKPJ_03113,INHMNHHN_02878,PDFLHPBO_05427,FNCGEDBI_00340
group_3737,,transmembrane sensor,GCDEOBMB_01477,DBBBBKPJ_02802,INHMNHHN_04081,PDFLHPBO_01467,FNCGEDBI_05595
group_3736,,transcriptional regulator,GCDEOBMB_01472,DBBBBKPJ_02807,INHMNHHN_04076,PDFLHPBO_01462,FNCGEDBI_05590
group_3735,,transcriptional regulator,GCDEOBMB_01308,DBBBBKPJ_02923,INHMNHHN_05168,PDFLHPBO_01348,FNCGEDBI_00145
thrC,thrC,threonine synthase,GCDEOBMB_01260,DBBBBKPJ_02972,INHMNHHN_02738,PDFLHPBO_05567,FNCGEDBI_00200
group_3733,,hypothetical protein,GCDEOBMB_01454,DBBBBKPJ_02825,INHMNHHN_04058,PDFLHPBO_01444,FNCGEDBI_05572
group_3732,,hypothetical protein,GCDEOBMB_01314,DBBBBKPJ_02917,INHMNHHN_05174,PDFLHPBO_01354,FNCGEDBI_00139
pcm,pcm,protein-L-isoaspartate O-methyltransferase,GCDEOBMB_01149,DBBBBKPJ_03084,INHMNHHN_02849,PDFLHPBO_05456,FNCGEDBI_00311
group_3727,,oxidoreductase,GCDEOBMB_01315,DBBBBKPJ_02916,INHMNHHN_05175,PDFLHPBO_01355,FNCGEDBI_00138
