Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,8CESK0LV,IUSRULWE,MEALYT7M,MTU6F5AX,YMM2RB8W
group_2976,,hypothetical protein,5,5,1.0,2,4249,,,,408,408,408.0,GCDEOBMB_06078,DBBBBKPJ_01329,INHMNHHN_02305,PDFLHPBO_04673,FNCGEDBI_02977
ybaN,ybaN,Inner membrane protein YbaN,5,5,1.0,2,4248,,,,408,408,408.0,GCDEOBMB_05566,DBBBBKPJ_03260,INHMNHHN_01563,PDFLHPBO_02488,FNCGEDBI_00825
yybH,yybH,putative protein YybH,5,5,1.0,2,4247,,,,408,408,408.0,GCDEOBMB_04022,DBBBBKPJ_00770,INHMNHHN_05608,PDFLHPBO_03973,FNCGEDBI_05812
group_2975,,hypothetical protein,5,5,1.0,2,4246,,,,408,408,408.0,GCDEOBMB_03895,DBBBBKPJ_00642,INHMNHHN_01416,PDFLHPBO_02621,FNCGEDBI_00987
group_2974,,hypothetical protein,5,5,1.0,2,4245,,,,408,408,408.0,GCDEOBMB_02255,DBBBBKPJ_01458,INHMNHHN_02435,PDFLHPBO_04800,FNCGEDBI_02849
group_2973,,hypothetical protein,5,5,1.0,2,4244,,,,408,408,408.0,GCDEOBMB_01918,DBBBBKPJ_02385,INHMNHHN_03726,PDFLHPBO_02344,FNCGEDBI_01308
group_2972,,hypothetical protein,5,5,1.0,2,4243,,,,408,408,408.0,GCDEOBMB_01872,DBBBBKPJ_01638,INHMNHHN_01525,PDFLHPBO_02526,FNCGEDBI_00863
group_2971,,hypothetical protein,5,5,1.0,2,4242,,,,408,408,408.0,GCDEOBMB_01720,DBBBBKPJ_01824,INHMNHHN_01369,PDFLHPBO_03452,FNCGEDBI_04386
flgB,flgB,flagellar basal-body rod protein FlgB,5,5,1.0,2,4241,,,,408,408,408.0,GCDEOBMB_01608,DBBBBKPJ_04512,INHMNHHN_03921,PDFLHPBO_02793,FNCGEDBI_01124
sspB,sspB,ClpXP protease specificity-enhancing factor,5,5,1.0,2,4240,,,,408,408,408.0,GCDEOBMB_00872,DBBBBKPJ_03595,INHMNHHN_02095,PDFLHPBO_01076,FNCGEDBI_03983
group_2968,,hypothetical protein,5,5,1.0,2,4236,,,,411,411,411.0,GCDEOBMB_00309,DBBBBKPJ_03884,INHMNHHN_04410,PDFLHPBO_03709,FNCGEDBI_04694
group_2967,,hypothetical protein,5,5,1.0,2,4235,,,,411,411,411.0,GCDEOBMB_00255,DBBBBKPJ_03779,INHMNHHN_06192,PDFLHPBO_03763,FNCGEDBI_04747
mscL,mscL,large-conductance mechanosensitive channel,5,5,1.0,2,4233,,,,414,414,414.0,GCDEOBMB_04221,DBBBBKPJ_03386,INHMNHHN_01899,PDFLHPBO_00377,FNCGEDBI_02280
group_2966,,hypothetical protein,5,5,1.0,2,4232,,,,414,414,414.0,GCDEOBMB_04190,DBBBBKPJ_03356,INHMNHHN_00736,PDFLHPBO_00595,FNCGEDBI_02310
group_2965,,hypothetical protein,5,5,1.0,2,4231,,,,414,414,414.0,GCDEOBMB_04051,DBBBBKPJ_00799,INHMNHHN_05636,PDFLHPBO_03945,FNCGEDBI_05783
group_2964,,transcriptional regulator,5,5,1.0,2,4230,,,,414,414,414.0,GCDEOBMB_03982,DBBBBKPJ_00730,INHMNHHN_01497,PDFLHPBO_02541,FNCGEDBI_00892
group_2962,,peptidyl-tRNA hydrolase,5,5,1.0,2,4228,,,,414,414,414.0,GCDEOBMB_02013,DBBBBKPJ_02290,INHMNHHN_03631,PDFLHPBO_02251,FNCGEDBI_04194
group_2961,,hypothetical protein,5,5,1.0,2,4227,,,,414,414,414.0,GCDEOBMB_01674,DBBBBKPJ_04577,INHMNHHN_03986,PDFLHPBO_02733,FNCGEDBI_01054
group_2958,,hypothetical protein,5,5,1.0,2,4224,,,,417,417,417.0,GCDEOBMB_05670,DBBBBKPJ_03216,INHMNHHN_01608,PDFLHPBO_02444,FNCGEDBI_00780
phaF,phaF,polyhydroxyalkanoate synthesis protein PhaF,5,5,1.0,2,4222,,,,417,417,417.0,GCDEOBMB_04684,DBBBBKPJ_04690,INHMNHHN_02623,PDFLHPBO_00687,FNCGEDBI_02663
group_2957,,hypothetical protein,5,5,1.0,2,4221,,,,417,417,417.0,GCDEOBMB_04026,DBBBBKPJ_00775,INHMNHHN_05612,PDFLHPBO_03969,FNCGEDBI_05808
group_2956,,hypothetical protein,5,5,1.0,2,4220,,,,417,417,417.0,GCDEOBMB_02252,DBBBBKPJ_01455,INHMNHHN_02432,PDFLHPBO_04797,FNCGEDBI_02852
group_2955,,hypothetical protein,5,5,1.0,2,4219,,,,417,417,417.0,GCDEOBMB_01878,DBBBBKPJ_01632,INHMNHHN_01519,PDFLHPBO_02532,FNCGEDBI_00869
exbD2,exbD2,transporter ExbD,5,5,1.0,2,4216,,,,420,420,420.0,GCDEOBMB_05812,DBBBBKPJ_02079,INHMNHHN_01090,PDFLHPBO_04064,FNCGEDBI_05074
group_2952,,flagellar basal body protein FliL,5,5,1.0,2,4215,,,,420,420,420.0,GCDEOBMB_05168,DBBBBKPJ_05182,INHMNHHN_04912,PDFLHPBO_00865,FNCGEDBI_03702
yibN,yibN,putative protein YibN,5,5,1.0,2,4214,,,,420,420,420.0,GCDEOBMB_04753,DBBBBKPJ_04621,INHMNHHN_02691,PDFLHPBO_00756,FNCGEDBI_00746
rpsF,rpsF,30S ribosomal protein S6,5,5,1.0,2,4213,,,,420,420,420.0,GCDEOBMB_04555,DBBBBKPJ_01517,INHMNHHN_02493,PDFLHPBO_04858,FNCGEDBI_02791
group_2951,,hypothetical protein,5,5,1.0,2,4212,,,,420,420,420.0,GCDEOBMB_02032,DBBBBKPJ_02271,INHMNHHN_03612,PDFLHPBO_02231,FNCGEDBI_04214
group_2950,,hypothetical protein,5,5,1.0,2,4211,,,,420,420,420.0,GCDEOBMB_01928,DBBBBKPJ_02375,INHMNHHN_03716,PDFLHPBO_02334,FNCGEDBI_04109
group_2949,,hypothetical protein,5,5,1.0,2,4210,,,,420,420,420.0,GCDEOBMB_01853,DBBBBKPJ_01657,INHMNHHN_01544,PDFLHPBO_02507,FNCGEDBI_00844
group_2945,,ring-cleaving dioxygenase,5,5,1.0,2,4206,,,,423,423,423.0,GCDEOBMB_04422,DBBBBKPJ_04175,INHMNHHN_04592,PDFLHPBO_05258,FNCGEDBI_06018
pscB,pscB,type III export apparatus protein,5,5,1.0,2,4204,,,,423,423,423.0,GCDEOBMB_03331,DBBBBKPJ_04086,INHMNHHN_00160,PDFLHPBO_03381,FNCGEDBI_01571
group_2944,,hypothetical protein,5,5,1.0,2,4203,,,,423,423,423.0,GCDEOBMB_02099,DBBBBKPJ_02703,INHMNHHN_04262,PDFLHPBO_01704,FNCGEDBI_05194
group_2943,,hypothetical protein,5,5,1.0,2,4202,,,,423,423,423.0,GCDEOBMB_00768,DBBBBKPJ_03699,INHMNHHN_02199,PDFLHPBO_01180,FNCGEDBI_04087
group_2940,,transcriptional regulator,5,5,1.0,2,4199,,,,426,426,426.0,GCDEOBMB_04739,DBBBBKPJ_04635,INHMNHHN_02677,PDFLHPBO_00742,FNCGEDBI_02610
group_2939,,hypothetical protein,5,5,1.0,2,4198,,,,426,426,426.0,GCDEOBMB_04052,DBBBBKPJ_00800,INHMNHHN_05637,PDFLHPBO_03944,FNCGEDBI_05782
group_2938,,hypothetical protein,5,5,1.0,2,4197,,,,426,426,426.0,GCDEOBMB_03578,DBBBBKPJ_06042,INHMNHHN_05890,PDFLHPBO_03215,FNCGEDBI_01815
group_2937,,hypothetical protein,5,5,1.0,2,4196,,,,426,426,426.0,GCDEOBMB_03279,DBBBBKPJ_05340,INHMNHHN_05975,PDFLHPBO_06124,FNCGEDBI_06084
pilE,pilE,type 4 fimbrial biogenesis protein PilE,5,5,1.0,2,4195,,,,426,426,426.0,GCDEOBMB_02875,DBBBBKPJ_03447,INHMNHHN_01959,PDFLHPBO_00437,FNCGEDBI_02220
group_2935,,hypothetical protein,5,5,1.0,2,4193,,,,426,426,426.0,GCDEOBMB_01951,DBBBBKPJ_02352,INHMNHHN_03693,PDFLHPBO_02311,FNCGEDBI_04132
ypeA,ypeA,Acetyltransferase YpeA,5,5,1.0,2,4192,,,,426,426,426.0,GCDEOBMB_00980,DBBBBKPJ_03473,INHMNHHN_01985,PDFLHPBO_00965,FNCGEDBI_03873
group_2934,,hypothetical protein,5,5,1.0,2,4191,,,,426,426,426.0,GCDEOBMB_00964,DBBBBKPJ_03503,INHMNHHN_02003,PDFLHPBO_00984,FNCGEDBI_03891
cycB,cycB,cytochrome C5,5,5,1.0,2,4189,,,,429,429,429.0,GCDEOBMB_05251,DBBBBKPJ_01221,INHMNHHN_03576,PDFLHPBO_04599,FNCGEDBI_06098
gcvH1_2,gcvH1_2,glycine cleavage system protein H,5,5,1.0,2,4188,,,,429,429,429.0,GCDEOBMB_05188,DBBBBKPJ_05162,INHMNHHN_04892,PDFLHPBO_00845,FNCGEDBI_03722
rplM,rplM,50S ribosomal protein L13,5,5,1.0,2,4186,,,,429,429,429.0,GCDEOBMB_00878,DBBBBKPJ_03589,INHMNHHN_02089,PDFLHPBO_01070,FNCGEDBI_03977
group_2932,,hypothetical protein,5,5,1.0,2,4185,,,,432,432,432.0,GCDEOBMB_05690,DBBBBKPJ_03196,INHMNHHN_01628,PDFLHPBO_02424,FNCGEDBI_00760
pscH,pscH,type III export protein PscH,5,5,1.0,2,4183,,,,432,432,432.0,GCDEOBMB_03337,DBBBBKPJ_04080,INHMNHHN_00154,PDFLHPBO_03375,FNCGEDBI_01577
group_2930,,acetyltransferase,5,5,1.0,2,4182,,,,432,432,432.0,GCDEOBMB_01845,DBBBBKPJ_01665,INHMNHHN_01552,PDFLHPBO_02499,FNCGEDBI_00836
ratA,ratA,Ribosome association toxin RatA,5,5,1.0,2,4175,,,,435,435,435.0,GCDEOBMB_06091,DBBBBKPJ_01342,INHMNHHN_02318,PDFLHPBO_04686,FNCGEDBI_02964
group_2923,,hypothetical protein,5,5,1.0,2,4173,,,,435,435,435.0,GCDEOBMB_04225,DBBBBKPJ_03391,INHMNHHN_01903,PDFLHPBO_00381,FNCGEDBI_02276
pcrR,pcrR,transcriptional regulator PcrR,5,5,1.0,2,4172,,,,435,435,435.0,GCDEOBMB_03320,DBBBBKPJ_04097,INHMNHHN_00171,PDFLHPBO_03392,FNCGEDBI_01560
group_2922,,hypothetical protein,5,5,1.0,2,4171,,,,435,435,435.0,GCDEOBMB_02786,DBBBBKPJ_02238,INHMNHHN_01693,PDFLHPBO_02175,FNCGEDBI_04249
mhqP,mhqP,Putative oxidoreductase MhqP,5,5,1.0,2,4170,,,,435,435,435.0,GCDEOBMB_02130,DBBBBKPJ_02734,INHMNHHN_04293,PDFLHPBO_01735,FNCGEDBI_06454
kbp,kbp,Potassium binding protein Kbp,5,5,1.0,2,4167,,,,438,438,438.0,GCDEOBMB_04810,DBBBBKPJ_04785,INHMNHHN_04855,PDFLHPBO_00808,FNCGEDBI_03759
group_2919,,D-tyrosyl-tRNA(Tyr) deacylase,5,5,1.0,2,4166,,,,438,438,438.0,GCDEOBMB_04702,DBBBBKPJ_04672,INHMNHHN_02641,PDFLHPBO_00705,FNCGEDBI_02645
group_2918,,hypothetical protein,5,5,1.0,2,4165,,,,438,438,438.0,GCDEOBMB_03539,DBBBBKPJ_03958,INHMNHHN_00032,PDFLHPBO_03254,FNCGEDBI_01776
group_2917,,hypothetical protein,5,5,1.0,2,4164,,,,438,438,438.0,GCDEOBMB_03378,DBBBBKPJ_04039,INHMNHHN_00113,PDFLHPBO_03334,FNCGEDBI_01618
exsC,exsC,exoenzyme S synthesis protein ExsC,5,5,1.0,2,4163,,,,438,438,438.0,GCDEOBMB_03326,DBBBBKPJ_04091,INHMNHHN_00165,PDFLHPBO_03386,FNCGEDBI_01566
group_2916,,transcriptional regulator,5,5,1.0,2,4162,,,,438,438,438.0,GCDEOBMB_02451,DBBBBKPJ_01680,INHMNHHN_05369,PDFLHPBO_04452,FNCGEDBI_03652
group_2915,,esterase,5,5,1.0,2,4161,,,,438,438,438.0,GCDEOBMB_01748,DBBBBKPJ_01852,INHMNHHN_01341,PDFLHPBO_03480,FNCGEDBI_04358
group_2914,,hypothetical protein,5,5,1.0,2,4160,,,,438,438,438.0,GCDEOBMB_00301,DBBBBKPJ_03876,INHMNHHN_04402,PDFLHPBO_03717,FNCGEDBI_04702
tolR_2,tolR_2,Tol-Pal system protein TolR,5,5,1.0,2,4157,,,,441,441,441.0,GCDEOBMB_06402,DBBBBKPJ_02612,INHMNHHN_04172,PDFLHPBO_01614,FNCGEDBI_05104
group_2911,,putative protein,5,5,1.0,2,4156,,,,441,441,441.0,GCDEOBMB_02775,DBBBBKPJ_02227,INHMNHHN_01682,PDFLHPBO_02164,FNCGEDBI_04260
tolR_1,tolR_1,translocation protein TolR,5,5,1.0,2,4155,,,,441,441,441.0,GCDEOBMB_01904,DBBBBKPJ_02398,INHMNHHN_03739,PDFLHPBO_05817,FNCGEDBI_01295
group_2910,,putative HTH-type transcriptional regulator,5,5,1.0,2,4154,,,,441,441,441.0,GCDEOBMB_01760,DBBBBKPJ_01863,INHMNHHN_01330,PDFLHPBO_03491,FNCGEDBI_04347
flgC,flgC,flagellar basal body rod protein FlgC,5,5,1.0,2,4153,,,,441,441,441.0,GCDEOBMB_01609,DBBBBKPJ_04513,INHMNHHN_03922,PDFLHPBO_02792,FNCGEDBI_01123
group_2903,,hypothetical protein,5,5,1.0,2,4146,,,,444,444,444.0,GCDEOBMB_04203,DBBBBKPJ_03369,INHMNHHN_00749,PDFLHPBO_00581,FNCGEDBI_02297
aroQ1,aroQ1,3-dehydroquinate dehydratase,5,5,1.0,2,4144,,,,444,444,444.0,GCDEOBMB_02223,DBBBBKPJ_01426,INHMNHHN_02404,PDFLHPBO_04769,FNCGEDBI_02880
fliJ,fliJ,flagellar biosynthesis chaperone,5,5,1.0,2,4143,,,,444,444,444.0,GCDEOBMB_01642,DBBBBKPJ_04546,INHMNHHN_03955,PDFLHPBO_02764,FNCGEDBI_01085
yqaA,yqaA,Inner membrane protein YqaA,5,5,1.0,2,4142,,,,444,444,444.0,GCDEOBMB_00331,DBBBBKPJ_03906,INHMNHHN_04432,PDFLHPBO_03687,FNCGEDBI_04672
group_2901,,hypothetical protein,5,5,1.0,2,4141,,,,444,444,444.0,GCDEOBMB_00324,DBBBBKPJ_03899,INHMNHHN_04425,PDFLHPBO_03694,FNCGEDBI_04679
dksA_3,dksA_3,suppressor protein DksA,5,5,1.0,2,4140,,,,447,447,447.0,GCDEOBMB_05842,DBBBBKPJ_01296,INHMNHHN_02271,PDFLHPBO_04640,FNCGEDBI_03010
rplI,rplI,50S ribosomal protein L9,5,5,1.0,2,4139,,,,447,447,447.0,GCDEOBMB_04552,DBBBBKPJ_01514,INHMNHHN_02490,PDFLHPBO_04855,FNCGEDBI_02794
azu,azu,azurin,5,5,1.0,2,4138,,,,447,447,447.0,GCDEOBMB_04541,DBBBBKPJ_01503,INHMNHHN_02480,PDFLHPBO_04845,FNCGEDBI_02804
rnhA,rnhA,ribonuclease HI,5,5,1.0,2,4137,,,,447,447,447.0,GCDEOBMB_03519,DBBBBKPJ_03978,INHMNHHN_00052,PDFLHPBO_03274,FNCGEDBI_01756
ybgC_1,ybgC_1,Acyl-CoA thioester hydrolase YbgC,5,5,1.0,2,4136,,,,447,447,447.0,GCDEOBMB_01906,DBBBBKPJ_02396,INHMNHHN_03737,PDFLHPBO_05819,FNCGEDBI_01297
group_2900,,hypothetical protein,5,5,1.0,2,4135,,,,447,447,447.0,GCDEOBMB_01773,DBBBBKPJ_01876,INHMNHHN_01317,PDFLHPBO_03504,FNCGEDBI_04334
group_2899,,hypothetical protein,5,5,1.0,2,4134,,,,447,447,447.0,GCDEOBMB_00886,DBBBBKPJ_03581,INHMNHHN_02081,PDFLHPBO_01062,FNCGEDBI_03969
group_2896,,hypothetical protein,5,5,1.0,2,4131,,,,450,450,450.0,GCDEOBMB_05852,DBBBBKPJ_01287,INHMNHHN_02261,PDFLHPBO_04630,FNCGEDBI_03020
group_2895,,hypothetical protein,5,5,1.0,2,4130,,,,450,450,450.0,GCDEOBMB_05851,DBBBBKPJ_01288,INHMNHHN_02262,PDFLHPBO_04631,FNCGEDBI_03019
group_2894,,HxcU pseudopilin,5,5,1.0,2,4129,,,,450,450,450.0,GCDEOBMB_05827,DBBBBKPJ_02064,INHMNHHN_01107,PDFLHPBO_04049,FNCGEDBI_05058
group_2893,,HxcT pseudopilin,5,5,1.0,2,4128,,,,450,450,450.0,GCDEOBMB_05824,DBBBBKPJ_02067,INHMNHHN_01104,PDFLHPBO_04052,FNCGEDBI_05061
group_2891,,hypothetical protein,5,5,1.0,2,4126,,,,450,450,450.0,GCDEOBMB_03996,DBBBBKPJ_00744,INHMNHHN_05582,PDFLHPBO_03999,FNCGEDBI_05837
group_2890,,hypothetical protein,5,5,1.0,2,4125,,,,450,450,450.0,GCDEOBMB_02189,DBBBBKPJ_01392,INHMNHHN_02369,PDFLHPBO_04736,FNCGEDBI_02914
group_2889,,hypothetical protein,5,5,1.0,2,4124,,,,450,450,450.0,GCDEOBMB_00982,DBBBBKPJ_03471,INHMNHHN_01983,PDFLHPBO_00963,FNCGEDBI_03871
group_2888,,hypothetical protein,5,5,1.0,2,4123,,,,450,450,450.0,GCDEOBMB_00915,DBBBBKPJ_03552,INHMNHHN_02052,PDFLHPBO_01033,FNCGEDBI_03940
fliO,fliO,flagellar protein FliO,5,5,1.0,2,4121,,,,453,453,453.0,GCDEOBMB_05572,DBBBBKPJ_03254,INHMNHHN_01569,PDFLHPBO_02482,FNCGEDBI_00819
ybbJ,ybbJ,Inner membrane protein YbbJ,5,5,1.0,2,4120,,,,453,453,453.0,GCDEOBMB_05191,DBBBBKPJ_05159,INHMNHHN_04889,PDFLHPBO_00842,FNCGEDBI_03725
rimI,rimI,peptide n-acetyltransferase RimI,5,5,1.0,2,4118,,,,453,453,453.0,GCDEOBMB_04151,DBBBBKPJ_03308,INHMNHHN_06061,PDFLHPBO_05211,FNCGEDBI_06374
group_2885,,hypothetical protein,5,5,1.0,2,4117,,,,453,453,453.0,GCDEOBMB_02240,DBBBBKPJ_01443,INHMNHHN_02421,PDFLHPBO_04786,FNCGEDBI_02863
group_2884,,hypothetical protein,5,5,1.0,2,4116,,,,453,453,453.0,GCDEOBMB_02165,DBBBBKPJ_02769,INHMNHHN_04328,PDFLHPBO_03775,FNCGEDBI_04873
group_2883,,hypothetical protein,5,5,1.0,2,4115,,,,453,453,453.0,GCDEOBMB_00414,DBBBBKPJ_02182,INHMNHHN_01638,PDFLHPBO_02120,FNCGEDBI_03403
dut,dut,deoxyuridine 5'-triphosphate nucleotidohydrolase,5,5,1.0,2,4112,,,,456,456,456.0,GCDEOBMB_05271,DBBBBKPJ_01201,INHMNHHN_03555,PDFLHPBO_04578,FNCGEDBI_06119
group_2881,,deaminase,5,5,1.0,2,4111,,,,456,456,456.0,GCDEOBMB_02535,DBBBBKPJ_06209,INHMNHHN_05287,PDFLHPBO_06178,FNCGEDBI_03571
group_2880,,hypothetical protein,5,5,1.0,2,4110,,,,456,456,456.0,GCDEOBMB_02204,DBBBBKPJ_01407,INHMNHHN_02385,PDFLHPBO_04750,FNCGEDBI_02899
ohrR,ohrR,transcriptional regulator,5,5,1.0,2,4109,,,,456,456,456.0,GCDEOBMB_02145,DBBBBKPJ_02749,INHMNHHN_04308,PDFLHPBO_03795,FNCGEDBI_04893
mucC,mucC,positive regulator for alginate biosynthesis MucC,5,5,1.0,2,4108,,,,456,456,456.0,GCDEOBMB_00409,DBBBBKPJ_02187,INHMNHHN_01643,PDFLHPBO_02125,FNCGEDBI_03398
rimP,rimP,Ribosome maturation factor RimP,5,5,1.0,2,4105,,,,459,459,459.0,GCDEOBMB_06069,DBBBBKPJ_01320,INHMNHHN_02296,PDFLHPBO_04664,FNCGEDBI_02986
group_2877,,hypothetical protein,5,5,1.0,2,4104,,,,459,459,459.0,GCDEOBMB_05172,DBBBBKPJ_05178,INHMNHHN_04908,PDFLHPBO_00861,FNCGEDBI_03706
group_2876,,hypothetical protein,5,5,1.0,2,4103,,,,459,459,459.0,GCDEOBMB_04592,DBBBBKPJ_01554,INHMNHHN_02530,PDFLHPBO_04895,FNCGEDBI_02756
group_2875,,hypothetical protein,5,5,1.0,2,4102,,,,459,459,459.0,GCDEOBMB_04040,DBBBBKPJ_00789,INHMNHHN_05626,PDFLHPBO_03955,FNCGEDBI_05794
group_2873,,oxidoreductase,5,5,1.0,2,4098,,,,462,462,462.0,GCDEOBMB_05225,DBBBBKPJ_06245,INHMNHHN_05943,PDFLHPBO_03204,FNCGEDBI_06280
group_2872,,rRNA methylase,5,5,1.0,2,4097,,,,462,462,462.0,GCDEOBMB_04750,DBBBBKPJ_04624,INHMNHHN_02688,PDFLHPBO_00753,FNCGEDBI_00749
group_2871,,hypothetical protein,5,5,1.0,2,4096,,,,462,462,462.0,GCDEOBMB_04696,DBBBBKPJ_04678,INHMNHHN_02635,PDFLHPBO_00699,FNCGEDBI_02651
bkdR,bkdR,Bkd operon transcriptional regulator BkdR,5,5,1.0,2,4095,,,,462,462,462.0,GCDEOBMB_03762,DBBBBKPJ_06012,INHMNHHN_06005,PDFLHPBO_05837,FNCGEDBI_05674
group_2870,,hypothetical protein,5,5,1.0,2,4094,,,,462,462,462.0,GCDEOBMB_01963,DBBBBKPJ_02340,INHMNHHN_03681,PDFLHPBO_02299,FNCGEDBI_04144
group_2868,,hypothetical protein,5,5,1.0,2,4092,,,,462,462,462.0,GCDEOBMB_00850,DBBBBKPJ_03617,INHMNHHN_02117,PDFLHPBO_01098,FNCGEDBI_04005
ptpA,ptpA,phosphotyrosine protein phosphatase,5,5,1.0,2,4089,,,,465,465,465.0,GCDEOBMB_06406,DBBBBKPJ_02616,INHMNHHN_04176,PDFLHPBO_01618,FNCGEDBI_05108
group_2866,,hypothetical protein,5,5,1.0,2,4088,,,,465,465,465.0,GCDEOBMB_05951,DBBBBKPJ_03279,INHMNHHN_02231,PDFLHPBO_01212,FNCGEDBI_01517
ybgC_2,ybgC_2,Acyl-CoA thioester hydrolase YbgC,5,5,1.0,2,4087,,,,465,465,465.0,GCDEOBMB_05279,DBBBBKPJ_01193,INHMNHHN_03547,PDFLHPBO_04570,FNCGEDBI_06127
group_2865,,hypothetical protein,5,5,1.0,2,4086,,,,465,465,465.0,GCDEOBMB_03550,DBBBBKPJ_03947,INHMNHHN_00021,PDFLHPBO_03243,FNCGEDBI_01787
group_2863,,hypothetical protein,5,5,1.0,2,4084,,,,465,465,465.0,GCDEOBMB_02883,DBBBBKPJ_03439,INHMNHHN_01951,PDFLHPBO_00429,FNCGEDBI_02228
group_2862,,thioredoxin,5,5,1.0,2,4083,,,,465,465,465.0,GCDEOBMB_01922,DBBBBKPJ_02381,INHMNHHN_03722,PDFLHPBO_02340,4_refound_52
sixA,sixA,Phosphohistidine phosphatase SixA,5,5,1.0,2,4082,,,,465,465,465.0,GCDEOBMB_01750,DBBBBKPJ_01854,INHMNHHN_01339,PDFLHPBO_03482,FNCGEDBI_04356
slyB,slyB,Outer membrane lipoprotein SlyB,5,5,1.0,2,4081,,,,465,465,465.0,GCDEOBMB_01584,DBBBBKPJ_04488,INHMNHHN_03897,PDFLHPBO_02817,FNCGEDBI_01148
group_2861,,hypothetical protein,5,5,1.0,2,4080,,,,465,465,465.0,GCDEOBMB_01574,DBBBBKPJ_04478,INHMNHHN_03887,PDFLHPBO_02827,FNCGEDBI_01158
ptsN,ptsN,nitrogen regulatory IIA protein,5,5,1.0,2,4079,,,,465,465,465.0,GCDEOBMB_00910,DBBBBKPJ_03557,INHMNHHN_02057,PDFLHPBO_01038,FNCGEDBI_03945
gcvH,gcvH,Glycine cleavage system H protein,5,5,1.0,2,4076,,,,468,468,468.0,GCDEOBMB_06121,DBBBBKPJ_01372,INHMNHHN_02347,PDFLHPBO_04716,FNCGEDBI_02934
group_2858,,transcriptional regulator,5,5,1.0,2,4075,,,,468,468,468.0,GCDEOBMB_06109,DBBBBKPJ_01360,INHMNHHN_02335,PDFLHPBO_04704,FNCGEDBI_02946
ccmH,ccmH,cytochrome c-type biogenesis protein CcmH,5,5,1.0,2,4074,,,,468,468,468.0,GCDEOBMB_05668,DBBBBKPJ_03218,INHMNHHN_01606,PDFLHPBO_02446,FNCGEDBI_00782
tsaE,tsaE,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,5,5,1.0,2,4073,,,,468,468,468.0,GCDEOBMB_04570,DBBBBKPJ_01532,INHMNHHN_02508,PDFLHPBO_04873,FNCGEDBI_02778
group_2857,,hypothetical protein,5,5,1.0,2,4072,,,,468,468,468.0,GCDEOBMB_03405,DBBBBKPJ_04012,INHMNHHN_00086,PDFLHPBO_03307,FNCGEDBI_01645
group_2856,,hypothetical protein,5,5,1.0,2,4071,,,,468,468,468.0,GCDEOBMB_01824,DBBBBKPJ_01927,INHMNHHN_01266,PDFLHPBO_03600,FNCGEDBI_04283
group_2855,,hypothetical protein,5,5,1.0,2,4070,,,,468,468,468.0,GCDEOBMB_00289,DBBBBKPJ_03864,INHMNHHN_04390,PDFLHPBO_03729,FNCGEDBI_04714
cynS,cynS,cyanate hydratase,5,5,1.0,2,4068,,,,471,471,471.0,GCDEOBMB_05531,DBBBBKPJ_04148,INHMNHHN_04621,PDFLHPBO_05231,FNCGEDBI_01325
group_2853,,transcriptional regulator,5,5,1.0,2,4066,,,,471,471,471.0,GCDEOBMB_04783,DBBBBKPJ_04750,INHMNHHN_04833,PDFLHPBO_00786,FNCGEDBI_03823
arsC_3,arsC_3,low molecular weight phosphatase,5,5,1.0,2,4064,,,,471,471,471.0,GCDEOBMB_03796,DBBBBKPJ_05978,INHMNHHN_06039,PDFLHPBO_05166,FNCGEDBI_05640
soxR_2,soxR_2,redox-sensitive transcriptional activator SoxR,5,5,1.0,2,4063,,,,471,471,471.0,GCDEOBMB_03790,DBBBBKPJ_05984,INHMNHHN_06033,PDFLHPBO_05172,FNCGEDBI_05646
accB,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,5,5,1.0,2,4062,,,,471,471,471.0,GCDEOBMB_02224,DBBBBKPJ_01427,INHMNHHN_02405,PDFLHPBO_04770,FNCGEDBI_02879
group_2851,,hypothetical protein,5,5,1.0,2,4061,,,,471,471,471.0,GCDEOBMB_02113,DBBBBKPJ_02717,INHMNHHN_04276,PDFLHPBO_01718,FNCGEDBI_05208
group_2850,,DNA-binding stress protein,5,5,1.0,2,4060,,,,471,471,471.0,GCDEOBMB_01912,DBBBBKPJ_02390,INHMNHHN_03731,PDFLHPBO_05825,FNCGEDBI_01303
group_2849,,hypothetical protein,5,5,1.0,2,4059,,,,471,471,471.0,GCDEOBMB_00979,DBBBBKPJ_03474,INHMNHHN_01986,PDFLHPBO_00966,FNCGEDBI_03874
eco,eco,ecotin,5,5,1.0,2,4058,,,,471,471,471.0,GCDEOBMB_00326,DBBBBKPJ_03901,INHMNHHN_04427,PDFLHPBO_03692,FNCGEDBI_04677
fliN,fliN,flagellar motor switch protein FliN,5,5,1.0,2,4054,,,,474,474,474.0,GCDEOBMB_05571,DBBBBKPJ_03255,INHMNHHN_01568,PDFLHPBO_02483,FNCGEDBI_00820
group_2845,,transcriptional regulator,5,5,1.0,2,4053,,,,474,474,474.0,GCDEOBMB_04426,DBBBBKPJ_04171,INHMNHHN_04596,PDFLHPBO_05254,FNCGEDBI_06014
