Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,0F525Q1V,4D4LKLYR,A4O0PUJ2,AWGWLE2V,UE20R4AD
mpl,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase,5,5,1.0,4,948,,,,1365,1365,1365.0,INHMNHHN_04798,FNCGEDBI_01957,PDFLHPBO_02040,DBBBBKPJ_00968,GCDEOBMB_06216
nalC,nalC,transcriptional regulator,5,5,1.0,4,946,,,,642,642,642.0,INHMNHHN_02753,FNCGEDBI_00215,PDFLHPBO_05552,DBBBBKPJ_02987,GCDEOBMB_01245
group_3726,,hypothetical protein,5,5,1.0,4,945,,,,642,642,642.0,INHMNHHN_02744,FNCGEDBI_00206,PDFLHPBO_05561,DBBBBKPJ_02978,GCDEOBMB_01254
holC,holC,DNA polymerase III subunit chi,5,5,1.0,4,944,,,,429,429,429.0,INHMNHHN_04014,FNCGEDBI_00042,PDFLHPBO_01399,DBBBBKPJ_02872,GCDEOBMB_01359
group_3725,,putative protein,5,5,1.0,4,943,,,,1368,1368,1368.0,INHMNHHN_04103,FNCGEDBI_05617,PDFLHPBO_01489,DBBBBKPJ_05578,GCDEOBMB_06301
group_3724,,oxidoreductase,5,5,1.0,4,942,,,,1368,1368,1368.0,INHMNHHN_03234,FNCGEDBI_02359,PDFLHPBO_00310,DBBBBKPJ_00180,GCDEOBMB_00613
group_3723,,hypothetical protein,5,5,1.0,4,941,,,,645,645,645.0,INHMNHHN_05187,FNCGEDBI_00126,PDFLHPBO_01367,DBBBBKPJ_02904,GCDEOBMB_01327
group_3722,,major facilitator superfamily transporter,5,5,1.0,4,940,,,,1368,1368,1368.0,INHMNHHN_03006,FNCGEDBI_00448,PDFLHPBO_06253,DBBBBKPJ_05259,GCDEOBMB_02562
nadD_2,nadD_2,nicotinic acid mononucleotide adenylyltransferase,5,5,1.0,4,939,,,,645,645,645.0,INHMNHHN_04811,FNCGEDBI_01971,PDFLHPBO_02054,DBBBBKPJ_00954,GCDEOBMB_06202
vfr,vfr,cAMP-regulatory protein,5,5,1.0,4,938,,,,645,645,645.0,INHMNHHN_03431,FNCGEDBI_02584,PDFLHPBO_00017,DBBBBKPJ_00376,GCDEOBMB_05983
group_3721,,hypothetical protein,5,5,1.0,4,937,,,,507,507,507.0,INHMNHHN_03380,FNCGEDBI_02506,PDFLHPBO_00070,DBBBBKPJ_00324,GCDEOBMB_06034
group_3720,,electron transport complex subunit G,5,5,1.0,4,936,,,,645,645,645.0,INHMNHHN_02983,FNCGEDBI_00425,PDFLHPBO_05342,DBBBBKPJ_00814,GCDEOBMB_06328
group_3719,,putative protein,5,5,1.0,4,935,,,,1371,1371,1371.0,INHMNHHN_00415,FNCGEDBI_00494,PDFLHPBO_03137,DBBBBKPJ_05051,GCDEOBMB_02608
ffh,ffh,signal recognition particle protein Ffh,5,5,1.0,4,933,,,,1374,1374,1374.0,INHMNHHN_02726,FNCGEDBI_00188,PDFLHPBO_05579,DBBBBKPJ_02960,GCDEOBMB_01271
group_3717,,2-nonaprenyl-3-methyl-6-methoxy-14-benzoquinol hydroxylase,5,5,1.0,4,932,,,,648,648,648.0,INHMNHHN_03434,FNCGEDBI_02587,PDFLHPBO_00014,DBBBBKPJ_00379,GCDEOBMB_05980
group_3716,,protein ApaG,5,5,1.0,4,931,,,,381,381,381.0,INHMNHHN_03386,FNCGEDBI_02512,PDFLHPBO_00064,DBBBBKPJ_00330,GCDEOBMB_06028
group_3715,,acetyl-CoA carboxylase biotin carboxylase subunit,5,5,1.0,4,930,,,,1377,1377,1377.0,INHMNHHN_03288,FNCGEDBI_02413,PDFLHPBO_00202,DBBBBKPJ_00234,GCDEOBMB_00667
group_3714,,transcriptional regulator,5,5,1.0,4,929,,,,648,648,648.0,INHMNHHN_03465,FNCGEDBI_02056,PDFLHPBO_02086,DBBBBKPJ_00923,GCDEOBMB_04120
group_3713,,carboxylesterase,5,5,1.0,4,928,,,,648,648,648.0,INHMNHHN_04041,FNCGEDBI_00014,PDFLHPBO_01427,DBBBBKPJ_02844,GCDEOBMB_01435
group_3712,,transcriptional regulator,5,5,1.0,4,927,,,,936,936,936.0,INHMNHHN_05163,FNCGEDBI_00150,PDFLHPBO_01343,DBBBBKPJ_02928,GCDEOBMB_01303
group_3711,,ABC transporter,5,5,1.0,4,926,,,,936,936,936.0,INHMNHHN_04069,FNCGEDBI_05583,PDFLHPBO_01455,DBBBBKPJ_02814,GCDEOBMB_01465
group_3710,,hypothetical protein,5,5,1.0,4,925,,,,936,936,936.0,INHMNHHN_04034,FNCGEDBI_00021,PDFLHPBO_01420,DBBBBKPJ_02851,GCDEOBMB_01428
group_3709,,hypothetical protein,5,5,1.0,4,924,,,,243,1326,1055.25,INHMNHHN_03009,FNCGEDBI_00451,PDFLHPBO_06250,3_refound_55,GCDEOBMB_02565
dbpA,dbpA,ATP-dependent RNA helicase DbpA,5,5,1.0,4,923,,,,1377,1377,1377.0,INHMNHHN_03247,FNCGEDBI_02372,PDFLHPBO_00297,DBBBBKPJ_00194,GCDEOBMB_00626
adk,adk,adenylate kinase,5,5,1.0,4,922,,,,648,648,648.0,INHMNHHN_02787,FNCGEDBI_00249,PDFLHPBO_05518,DBBBBKPJ_03021,GCDEOBMB_01211
xseA,xseA,exodeoxyribonuclease VII large subunit,5,5,1.0,4,921,,,,1380,1380,1380.0,INHMNHHN_05162,FNCGEDBI_00151,PDFLHPBO_01342,DBBBBKPJ_02929,GCDEOBMB_01302
group_3708,,hypothetical protein,5,5,1.0,4,920,,,,981,981,981.0,INHMNHHN_02804,FNCGEDBI_00266,PDFLHPBO_05501,DBBBBKPJ_03039,GCDEOBMB_01194
group_3707,,two-component response regulator,5,5,1.0,4,919,,,,642,642,642.0,INHMNHHN_02759,FNCGEDBI_00221,PDFLHPBO_05546,DBBBBKPJ_02993,GCDEOBMB_01239
algF,algF,alginate o-acetyltransferase AlgF,5,5,1.0,4,917,,,,651,651,651.0,INHMNHHN_02926,FNCGEDBI_00386,PDFLHPBO_05381,DBBBBKPJ_00853,GCDEOBMB_01074
group_3705,,choline transporter,5,5,1.0,4,916,,,,939,1542,1230.0,INHMNHHN_03506,FNCGEDBI_02115,PDFLHPBO_04150,DBBBBKPJ_00882,GCDEOBMB_04078
group_3703,,ring-cleaving dioxygenase,5,5,1.0,4,914,,,,405,414,412.2,INHMNHHN_00448,FNCGEDBI_00527,PDFLHPBO_03104,DBBBBKPJ_04861,GCDEOBMB_02641
group_3702,,hypothetical protein,5,5,1.0,4,913,,,,444,552,465.6,INHMNHHN_03275,FNCGEDBI_02400,PDFLHPBO_00215,DBBBBKPJ_00221,GCDEOBMB_00653
lipB,lipB,lipoate-protein ligase B,5,5,1.0,4,912,,,,654,654,654.0,INHMNHHN_04820,FNCGEDBI_01980,PDFLHPBO_02063,DBBBBKPJ_00945,GCDEOBMB_06193
group_3701,,hypothetical protein,5,5,1.0,4,911,,,,1392,1392,1392.0,INHMNHHN_04100,FNCGEDBI_05614,PDFLHPBO_01486,3_refound_48,4_refound_59
group_3700,,metallo-oxidoreductase,5,5,1.0,4,910,,,,1392,1392,1392.0,INHMNHHN_02703,FNCGEDBI_00165,PDFLHPBO_05602,DBBBBKPJ_02938,GCDEOBMB_01293
erdR,erdR,response regulator ErdR,5,5,1.0,4,909,,,,654,654,654.0,INHMNHHN_02869,FNCGEDBI_00331,PDFLHPBO_05436,DBBBBKPJ_03104,GCDEOBMB_01129
thiD,thiD,phosphomethylpyrimidine kinase,5,5,1.0,4,908,,,,798,816,805.2,INHMNHHN_03463,FNCGEDBI_02054,PDFLHPBO_02084,DBBBBKPJ_00925,GCDEOBMB_04122
iscU,iscU,scaffold protein,5,5,1.0,4,907,,,,387,387,387.0,INHMNHHN_05199,FNCGEDBI_00114,PDFLHPBO_01379,DBBBBKPJ_02892,GCDEOBMB_01339
fruK,fruK,1-phosphofructokinase,5,5,1.0,4,906,,,,945,945,945.0,INHMNHHN_02915,FNCGEDBI_00375,PDFLHPBO_05392,DBBBBKPJ_00864,GCDEOBMB_01085
group_3699,,hypothetical protein,5,5,1.0,4,905,,,,387,387,387.0,INHMNHHN_03335,FNCGEDBI_02460,PDFLHPBO_00155,DBBBBKPJ_00279,GCDEOBMB_00713
group_3698,,hypothetical protein,5,5,1.0,4,904,,,,657,657,657.0,INHMNHHN_03484,FNCGEDBI_02093,PDFLHPBO_04128,DBBBBKPJ_00904,GCDEOBMB_04101
tpbA,tpbA,protein tyrosine phosphatase TpbA,5,5,1.0,4,903,,,,657,657,657.0,INHMNHHN_04063,FNCGEDBI_05577,PDFLHPBO_01449,DBBBBKPJ_02820,GCDEOBMB_01459
gloA1,gloA1,lactoylglutathione lyase,5,5,1.0,4,902,,,,387,387,387.0,INHMNHHN_02952,FNCGEDBI_00412,PDFLHPBO_05355,DBBBBKPJ_00827,GCDEOBMB_06315
group_3696,,nucleotide sugar dehydrogenase,5,5,1.0,4,900,,,,1395,1395,1395.0,INHMNHHN_02917,FNCGEDBI_00377,PDFLHPBO_05390,DBBBBKPJ_00862,GCDEOBMB_01083
group_3694,,hypothetical protein,5,5,1.0,4,898,,,,432,432,432.0,INHMNHHN_02940,FNCGEDBI_00400,PDFLHPBO_05367,DBBBBKPJ_00839,GCDEOBMB_01060
norB,norB,nitric oxide reductase subunit B,5,5,1.0,4,897,,,,1398,1398,1398.0,INHMNHHN_03318,FNCGEDBI_02443,PDFLHPBO_00172,DBBBBKPJ_00262,GCDEOBMB_00695
dauB,dauB,NAD(P)H-dependent anabolic L-arginine dehydrogenase DauB,5,5,1.0,4,896,,,,948,948,948.0,INHMNHHN_04044,FNCGEDBI_00011,PDFLHPBO_01430,DBBBBKPJ_02841,GCDEOBMB_01438
group_3693,,hypothetical protein,5,5,1.0,4,895,,,,390,390,390.0,INHMNHHN_05172,FNCGEDBI_00141,PDFLHPBO_01352,DBBBBKPJ_02919,GCDEOBMB_01312
narL,narL,transcriptional regulator NarL,5,5,1.0,4,894,,,,660,660,660.0,INHMNHHN_04057,FNCGEDBI_05571,PDFLHPBO_01443,DBBBBKPJ_02826,GCDEOBMB_01453
cidA_1,cidA_1,Holin-like protein CidA,5,5,1.0,4,892,,,,390,390,390.0,INHMNHHN_00404,FNCGEDBI_00483,PDFLHPBO_03148,DBBBBKPJ_05040,GCDEOBMB_02597
group_3690,,oxidoreductase,5,5,1.0,4,890,,,,951,951,951.0,INHMNHHN_05181,FNCGEDBI_00132,PDFLHPBO_01361,DBBBBKPJ_02910,GCDEOBMB_01321
group_3689,,Ribonuclease,5,5,1.0,4,889,,,,1404,1404,1404.0,INHMNHHN_02859,FNCGEDBI_00321,PDFLHPBO_05446,DBBBBKPJ_03094,GCDEOBMB_01139
group_3688,,hypothetical protein,5,5,1.0,4,888,,,,393,393,393.0,INHMNHHN_04062,FNCGEDBI_05576,PDFLHPBO_01448,DBBBBKPJ_02821,GCDEOBMB_01458
vgb,vgb,Virginiamycin B lyase,5,5,1.0,4,887,,,,951,951,951.0,INHMNHHN_03262,FNCGEDBI_02387,PDFLHPBO_00228,DBBBBKPJ_00208,GCDEOBMB_00640
group_3687,,ABC transporter permease,5,5,1.0,4,886,,,,663,663,663.0,INHMNHHN_04070,FNCGEDBI_05584,PDFLHPBO_01456,DBBBBKPJ_02813,GCDEOBMB_01466
accA,accA,acetyl-CoA carboxylase carboxyltransferase subunit alpha,5,5,1.0,4,885,,,,951,951,951.0,INHMNHHN_02834,FNCGEDBI_00296,PDFLHPBO_05471,DBBBBKPJ_03069,GCDEOBMB_01164
narK2,narK2,nitrite extrusion protein 2,5,5,1.0,4,884,,,,1407,1407,1407.0,INHMNHHN_04054,FNCGEDBI_00001,PDFLHPBO_01440,DBBBBKPJ_02829,GCDEOBMB_01450
group_3686,,oxidoreductase,5,5,1.0,4,883,,,,1407,1407,1407.0,INHMNHHN_00412,FNCGEDBI_00491,PDFLHPBO_03140,DBBBBKPJ_05048,GCDEOBMB_02605
group_3684,,hypothetical protein,5,5,1.0,4,881,,,,393,393,393.0,INHMNHHN_03472,FNCGEDBI_02063,PDFLHPBO_02093,DBBBBKPJ_00916,GCDEOBMB_04113
group_3682,,transcriptional regulator,5,5,1.0,4,879,,,,954,954,954.0,INHMNHHN_05168,FNCGEDBI_00145,PDFLHPBO_01348,DBBBBKPJ_02923,GCDEOBMB_01308
group_3681,,major facilitator superfamily transporter,5,5,1.0,4,878,,,,1410,1410,1410.0,INHMNHHN_02878,FNCGEDBI_00340,PDFLHPBO_05427,DBBBBKPJ_03113,GCDEOBMB_01120
thrC,thrC,threonine synthase,5,5,1.0,4,877,,,,1410,1410,1410.0,INHMNHHN_02738,FNCGEDBI_00200,PDFLHPBO_05567,DBBBBKPJ_02972,GCDEOBMB_01260
group_3680,,transmembrane sensor,5,5,1.0,4,876,,,,954,954,954.0,INHMNHHN_04081,FNCGEDBI_05595,PDFLHPBO_01467,DBBBBKPJ_02802,GCDEOBMB_01477
group_3679,,transcriptional regulator,5,5,1.0,4,875,,,,954,954,954.0,INHMNHHN_04076,FNCGEDBI_05590,PDFLHPBO_01462,DBBBBKPJ_02807,GCDEOBMB_01472
group_3678,,hypothetical protein,5,5,1.0,4,874,,,,396,396,396.0,INHMNHHN_05174,FNCGEDBI_00139,PDFLHPBO_01354,DBBBBKPJ_02917,GCDEOBMB_01314
group_3677,,hypothetical protein,5,5,1.0,4,873,,,,666,666,666.0,INHMNHHN_00383,FNCGEDBI_00462,PDFLHPBO_05881,DBBBBKPJ_05019,GCDEOBMB_02576
group_3676,,hypothetical protein,5,5,1.0,4,872,,,,396,396,396.0,INHMNHHN_04058,FNCGEDBI_05572,PDFLHPBO_01444,DBBBBKPJ_02825,GCDEOBMB_01454
group_3675,,oxidoreductase,5,5,1.0,4,871,,,,1416,1416,1416.0,INHMNHHN_05175,FNCGEDBI_00138,PDFLHPBO_01355,DBBBBKPJ_02916,GCDEOBMB_01315
group_3674,,amino acid permease,5,5,1.0,4,870,,,,1416,1416,1416.0,INHMNHHN_02832,FNCGEDBI_00294,PDFLHPBO_05473,DBBBBKPJ_03067,GCDEOBMB_01166
pcm,pcm,protein-L-isoaspartate O-methyltransferase,5,5,1.0,4,867,,,,669,669,669.0,INHMNHHN_02849,FNCGEDBI_00311,PDFLHPBO_05456,DBBBBKPJ_03084,GCDEOBMB_01149
creC,creC,sensory histidine kinase CreC,5,5,1.0,4,863,,,,1425,1425,1425.0,INHMNHHN_03257,FNCGEDBI_02382,PDFLHPBO_00233,DBBBBKPJ_00203,GCDEOBMB_00635
group_3668,,hypothetical protein,5,5,1.0,4,862,,,,399,399,399.0,INHMNHHN_02799,FNCGEDBI_00261,PDFLHPBO_05506,DBBBBKPJ_03034,GCDEOBMB_01199
algX,algX,alginate biosynthesis protein AlgX,5,5,1.0,4,861,,,,1425,1425,1425.0,INHMNHHN_02930,FNCGEDBI_00390,PDFLHPBO_05377,DBBBBKPJ_00849,GCDEOBMB_01070
algK,algK,alginate biosynthesis protein AlgK,5,5,1.0,4,860,,,,1428,1428,1428.0,INHMNHHN_02933,FNCGEDBI_00393,PDFLHPBO_05374,DBBBBKPJ_00846,GCDEOBMB_01067
group_3667,,hypothetical protein,5,5,1.0,4,859,,,,402,402,402.0,INHMNHHN_04085,FNCGEDBI_05599,PDFLHPBO_01471,DBBBBKPJ_02798,GCDEOBMB_01481
rpe,rpe,ribulose-phosphate 3-epimerase,5,5,1.0,4,857,,,,675,675,675.0,INHMNHHN_03402,FNCGEDBI_02528,PDFLHPBO_00046,DBBBBKPJ_00346,GCDEOBMB_06012
group_3665,,nucleotidyl transferase,5,5,1.0,4,856,,,,675,675,675.0,INHMNHHN_03392,FNCGEDBI_02518,PDFLHPBO_00056,DBBBBKPJ_00336,GCDEOBMB_06022
rnt,rnt,ribonuclease T,5,5,1.0,4,855,,,,675,675,675.0,INHMNHHN_02948,FNCGEDBI_00408,PDFLHPBO_05359,DBBBBKPJ_00831,GCDEOBMB_01052
group_3664,,esterase,5,5,1.0,4,854,,,,402,402,402.0,INHMNHHN_03268,FNCGEDBI_02393,PDFLHPBO_00222,DBBBBKPJ_00214,GCDEOBMB_00646
group_3662,,major facilitator superfamily transporter,5,5,1.0,4,852,,,,1434,1434,1434.0,INHMNHHN_03251,FNCGEDBI_02376,PDFLHPBO_00293,DBBBBKPJ_00197,GCDEOBMB_00629
group_3661,,adenylosuccinate lyase,5,5,1.0,4,851,,,,1434,1434,1434.0,INHMNHHN_02959,FNCGEDBI_00419,PDFLHPBO_05348,DBBBBKPJ_00820,GCDEOBMB_06322
group_3656,,acyl-CoA thioesterase,5,5,1.0,4,846,,,,405,405,405.0,INHMNHHN_03241,FNCGEDBI_02366,PDFLHPBO_00303,DBBBBKPJ_00187,GCDEOBMB_00620
group_3655,,hypothetical protein,5,5,1.0,4,845,,,,405,405,405.0,INHMNHHN_02782,FNCGEDBI_00244,PDFLHPBO_05523,DBBBBKPJ_03016,GCDEOBMB_01216
group_3654,,hypothetical protein,5,5,1.0,4,844,,,,1440,1440,1440.0,INHMNHHN_03446,FNCGEDBI_02599,PDFLHPBO_00002,DBBBBKPJ_00391,GCDEOBMB_05968
group_3653,,hypothetical protein,5,5,1.0,4,843,,,,969,969,969.0,INHMNHHN_03439,FNCGEDBI_02592,PDFLHPBO_00009,DBBBBKPJ_00384,GCDEOBMB_05975
dht,dht,D-hydantoinase/dihydropyrimidinase,5,5,1.0,4,841,,,,1440,1440,1440.0,INHMNHHN_03235,FNCGEDBI_02360,PDFLHPBO_00309,DBBBBKPJ_00181,GCDEOBMB_00614
group_3651,,hypothetical protein,5,5,1.0,4,840,,,,969,969,969.0,INHMNHHN_03338,FNCGEDBI_02463,PDFLHPBO_00152,DBBBBKPJ_00282,GCDEOBMB_00716
group_3650,,hypothetical protein,5,5,1.0,4,839,,,,681,681,681.0,INHMNHHN_02798,FNCGEDBI_00260,PDFLHPBO_05507,DBBBBKPJ_03033,GCDEOBMB_01200
tsaB,tsaB,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,5,5,1.0,4,838,,,,681,681,681.0,INHMNHHN_02788,FNCGEDBI_00250,PDFLHPBO_05517,DBBBBKPJ_03022,GCDEOBMB_01210
group_3649,,hypothetical protein,5,5,1.0,4,837,,,,681,681,681.0,INHMNHHN_02732,FNCGEDBI_00194,PDFLHPBO_05573,DBBBBKPJ_02966,GCDEOBMB_01265
group_3646,,transmembrane sensor,5,5,1.0,4,834,,,,972,972,972.0,INHMNHHN_03265,FNCGEDBI_02390,PDFLHPBO_00225,DBBBBKPJ_00211,GCDEOBMB_00643
narI,narI,respiratory nitrate reductase subunit gamma,5,5,1.0,4,833,,,,684,684,684.0,INHMNHHN_04050,FNCGEDBI_00005,PDFLHPBO_01436,DBBBBKPJ_02833,GCDEOBMB_01446
dnr,dnr,transcriptional regulator Dnr,5,5,1.0,4,832,,,,684,684,684.0,INHMNHHN_03321,FNCGEDBI_02446,PDFLHPBO_00169,DBBBBKPJ_00265,GCDEOBMB_00698
algA,algA,bifunctional mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,5,5,1.0,4,831,,,,1446,1446,1446.0,INHMNHHN_02925,FNCGEDBI_00385,PDFLHPBO_05382,DBBBBKPJ_00854,GCDEOBMB_01075
group_3645,,secretion protein,5,5,1.0,4,830,,,,972,972,972.0,INHMNHHN_00436,FNCGEDBI_00515,PDFLHPBO_03116,DBBBBKPJ_04873,GCDEOBMB_02629
ssuA_2,ssuA_2,Putative aliphatic sulfonates-binding protein,5,5,1.0,4,829,,,,972,972,972.0,INHMNHHN_00391,FNCGEDBI_00470,PDFLHPBO_05889,DBBBBKPJ_05027,GCDEOBMB_02584
group_3644,,hypothetical protein,5,5,1.0,4,828,,,,408,408,408.0,INHMNHHN_03479,FNCGEDBI_02088,PDFLHPBO_04123,DBBBBKPJ_00909,GCDEOBMB_04106
bioD,bioD,ATP-dependent dethiobiotin synthetase BioD,5,5,1.0,4,827,,,,687,687,687.0,INHMNHHN_03298,FNCGEDBI_02423,PDFLHPBO_00192,DBBBBKPJ_00242,GCDEOBMB_00675
group_3643,,serine/threonine protein kinase,5,5,1.0,4,826,,,,975,975,975.0,INHMNHHN_03280,FNCGEDBI_02405,PDFLHPBO_00210,DBBBBKPJ_00226,GCDEOBMB_00659
group_3642,,adenylosuccinate lyase,5,5,1.0,4,825,,,,1452,1452,1452.0,INHMNHHN_02960,FNCGEDBI_00420,PDFLHPBO_05347,DBBBBKPJ_00819,GCDEOBMB_06323
cidA_2,cidA_2,Holin-like protein CidA,5,5,1.0,4,824,,,,411,411,411.0,INHMNHHN_04803,FNCGEDBI_01963,PDFLHPBO_02046,DBBBBKPJ_00962,GCDEOBMB_06210
yohK_1,yohK_1,Inner membrane protein YohK,5,5,1.0,4,823,,,,687,687,687.0,INHMNHHN_00405,FNCGEDBI_00484,PDFLHPBO_03147,DBBBBKPJ_05041,GCDEOBMB_02598
group_3639,,transcriptional regulator,5,5,1.0,4,820,,,,978,978,978.0,INHMNHHN_05156,FNCGEDBI_00157,PDFLHPBO_01336,DBBBBKPJ_02935,GCDEOBMB_01296
group_3638,,hypothetical protein,5,5,1.0,4,819,,,,411,411,411.0,INHMNHHN_02862,FNCGEDBI_00324,PDFLHPBO_05443,DBBBBKPJ_03097,GCDEOBMB_01136
group_3637,,2-hydroxyacid dehydrogenase,5,5,1.0,4,818,,,,978,978,978.0,INHMNHHN_04077,FNCGEDBI_05591,PDFLHPBO_01463,DBBBBKPJ_02806,GCDEOBMB_01473
group_3635,,hypothetical protein,5,5,1.0,4,816,,,,978,978,978.0,INHMNHHN_04018,FNCGEDBI_00037,PDFLHPBO_01404,DBBBBKPJ_02868,GCDEOBMB_01411
pxpC_3,pxpC_3,5-oxoprolinase subunit C,5,5,1.0,4,815,,,,978,978,978.0,INHMNHHN_03290,FNCGEDBI_02415,PDFLHPBO_00200,DBBBBKPJ_00236,GCDEOBMB_00669
group_3633,,transferase,5,5,1.0,4,813,,,,690,690,690.0,INHMNHHN_04035,FNCGEDBI_00020,PDFLHPBO_01421,DBBBBKPJ_02850,GCDEOBMB_01429
group_3632,,hypothetical protein,5,5,1.0,4,812,,,,414,414,414.0,INHMNHHN_03443,FNCGEDBI_02596,PDFLHPBO_00005,DBBBBKPJ_00388,GCDEOBMB_05971
creB,creB,DNA-binding response regulator CreB,5,5,1.0,4,810,,,,690,690,690.0,INHMNHHN_03256,FNCGEDBI_02381,PDFLHPBO_00234,DBBBBKPJ_00202,GCDEOBMB_00634
group_3630,,hypothetical protein,5,5,1.0,4,809,,,,690,690,690.0,INHMNHHN_02768,FNCGEDBI_00230,PDFLHPBO_05537,DBBBBKPJ_03002,GCDEOBMB_01230
cioA,cioA,cyanide insensitive terminal oxidase,5,5,1.0,4,807,,,,1467,1467,1467.0,INHMNHHN_06082,FNCGEDBI_05625,PDFLHPBO_01497,DBBBBKPJ_05586,GCDEOBMB_06309
arnF,arnF,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF,5,5,1.0,4,806,,,,414,414,414.0,INHMNHHN_02918,FNCGEDBI_00378,PDFLHPBO_05389,DBBBBKPJ_00861,GCDEOBMB_01082
guaB,guaB,inosine 5'-monophosphate dehydrogenase,5,5,1.0,4,804,,,,1470,1470,1470.0,INHMNHHN_05155,FNCGEDBI_00158,PDFLHPBO_01335,DBBBBKPJ_02936,GCDEOBMB_01295
lis,lis,lipoyl synthase,5,5,1.0,4,803,,,,984,984,984.0,INHMNHHN_04821,FNCGEDBI_01981,PDFLHPBO_02064,DBBBBKPJ_00944,GCDEOBMB_06192
algE,algE,alginate production protein AlgE,5,5,1.0,4,801,,,,1473,1473,1473.0,INHMNHHN_02932,FNCGEDBI_00392,PDFLHPBO_05375,DBBBBKPJ_00847,GCDEOBMB_01068
group_3626,,membrane-bound lytic murein transglycosylase F,5,5,1.0,4,800,,,,1473,1473,1473.0,INHMNHHN_02707,FNCGEDBI_00169,PDFLHPBO_05598,DBBBBKPJ_02942,GCDEOBMB_01289
folB,folB,dihydroneopterin aldolase,5,5,1.0,4,799,,,,417,417,417.0,INHMNHHN_03377,FNCGEDBI_02503,PDFLHPBO_00073,DBBBBKPJ_00321,GCDEOBMB_06037
group_3625,,hypothetical protein,5,5,1.0,4,798,,,,417,417,417.0,INHMNHHN_03477,FNCGEDBI_02068,PDFLHPBO_02098,DBBBBKPJ_00911,GCDEOBMB_04108
group_3624,,hypothetical protein,5,5,1.0,4,797,,,,417,417,417.0,INHMNHHN_03227,FNCGEDBI_02352,PDFLHPBO_00317,DBBBBKPJ_00173,GCDEOBMB_00606
amn,amn,AMP nucleosidase,5,5,1.0,4,796,,,,1476,1476,1476.0,INHMNHHN_03468,FNCGEDBI_02059,PDFLHPBO_02089,DBBBBKPJ_00920,GCDEOBMB_04117
group_3623,,hypothetical protein,5,5,1.0,4,795,,,,693,693,693.0,INHMNHHN_02747,FNCGEDBI_00209,PDFLHPBO_05558,DBBBBKPJ_02981,GCDEOBMB_01251
oprN_1,oprN_1,multidrug efflux outer membrane protein OprN,5,5,1.0,4,794,,,,1476,1476,1476.0,INHMNHHN_02955,FNCGEDBI_00415,PDFLHPBO_05352,DBBBBKPJ_00824,GCDEOBMB_06318
trpE,trpE,anthranilate synthase component I,5,5,1.0,4,793,,,,1479,1479,1479.0,INHMNHHN_03404,FNCGEDBI_02530,PDFLHPBO_00044,DBBBBKPJ_00348,GCDEOBMB_06010
group_3622,,hypothetical protein,5,5,1.0,4,792,,,,1479,1479,1479.0,INHMNHHN_03229,FNCGEDBI_02354,PDFLHPBO_00315,DBBBBKPJ_00175,GCDEOBMB_00608
pdxA,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase,5,5,1.0,4,791,,,,987,987,987.0,INHMNHHN_03388,FNCGEDBI_02514,PDFLHPBO_00062,DBBBBKPJ_00332,GCDEOBMB_06026
group_3621,,hydrolase,5,5,1.0,4,790,,,,696,696,696.0,INHMNHHN_03356,FNCGEDBI_02481,PDFLHPBO_00134,DBBBBKPJ_00300,GCDEOBMB_00734
group_3620,,hypothetical protein,5,5,1.0,4,789,,,,696,696,696.0,INHMNHHN_02761,FNCGEDBI_00223,PDFLHPBO_05544,DBBBBKPJ_02995,GCDEOBMB_01237
group_3619,,hypothetical protein,5,5,1.0,4,788,,,,987,987,987.0,INHMNHHN_02958,FNCGEDBI_00418,PDFLHPBO_05349,DBBBBKPJ_00821,GCDEOBMB_06321
group_3618,,hydrolase,5,5,1.0,4,787,,,,987,987,987.0,INHMNHHN_02887,FNCGEDBI_00349,PDFLHPBO_05418,DBBBBKPJ_03122,GCDEOBMB_01111
ydjF,ydjF,Phage shock protein A,5,5,1.0,4,786,,,,696,696,696.0,INHMNHHN_02743,FNCGEDBI_00205,PDFLHPBO_05562,DBBBBKPJ_02977,GCDEOBMB_01255
group_3617,,ATPase,5,5,1.0,4,785,,,,1482,1482,1482.0,INHMNHHN_03436,FNCGEDBI_02589,PDFLHPBO_00012,DBBBBKPJ_00381,GCDEOBMB_05978
group_3616,,GTPase Der,5,5,1.0,4,784,,,,1482,1482,1482.0,INHMNHHN_05185,FNCGEDBI_00128,PDFLHPBO_01365,DBBBBKPJ_02906,GCDEOBMB_01325
group_3615,,transmembrane sensor,5,5,1.0,4,783,,,,987,987,987.0,INHMNHHN_00428,FNCGEDBI_00507,PDFLHPBO_03124,DBBBBKPJ_04881,GCDEOBMB_02621
