	trimethoprim_sulfamethoxazole	chloramphenicol	erythromycin	clindamycin	penicillin	tetracycline	cefuroxime	meropenem	azithromycin
GCA_901254785.1	1	0	1	2	0	1	2	2	2
GCA_901241125.1	1	0	1	2	0	1	2	2	2
GCA_901251085.1	1	0	1	2	0	1	2	2	2
GCA_901213465.1	1	0	1	2	0	1	2	2	2
GCA_901320835.1	1	0	1	2	0	1	2	2	2
GCA_901258545.1	1	0	1	2	0	1	2	2	2
GCA_901238685.1	1	2	1	2	0	1	2	2	2
GCA_901237135.1	1	2	1	2	0	1	2	2	2
GCA_901229635.1	1	2	1	2	0	1	2	2	2
GCA_901228245.1	1	2	1	2	0	1	2	2	2
GCA_901226305.1	1	2	1	2	0	1	2	2	2
GCA_901243925.1	1	0	1	2	0	1	2	2	2
GCA_901237425.1	1	0	1	2	0	1	2	2	2
GCA_901230075.1	1	0	1	2	0	1	2	2	2
GCA_901225015.1	1	0	1	2	0	1	2	2	2
GCA_901222185.1	1	0	1	2	0	1	2	2	2
GCA_901339355.1	1	0	1	2	0	1	2	2	2
GCA_901338345.1	1	0	1	2	0	1	2	2	2
GCA_901263395.1	1	0	1	2	0	1	2	2	2
GCA_901262585.1	1	2	1	2	0	1	2	2	2
GCA_901261165.1	1	2	1	2	0	1	2	2	2
GCA_901257115.1	1	0	1	2	0	1	2	2	2
GCA_901245605.1	1	0	1	2	0	1	2	2	2
GCA_901244375.1	1	0	1	2	0	1	2	2	2
GCA_901234715.1	1	0	1	2	0	1	2	2	2
GCA_901337495.1	1	0	1	2	0	1	2	2	2
GCA_901330625.1	1	0	1	2	0	0	2	2	2
GCA_901316245.1	1	0	1	2	0	1	2	2	2
GCA_901311675.1	1	0	1	2	0	1	2	2	2
GCA_901311155.1	1	0	1	2	0	1	2	2	2
GCA_901309995.1	1	0	1	2	0	1	2	2	2
GCA_901275355.1	1	0	1	2	0	1	2	2	2
GCA_901261055.1	1	2	1	2	0	1	2	2	2
GCA_901240255.1	1	0	1	2	0	1	2	2	2
GCA_901283205.1	1	2	1	2	0	1	2	2	2
GCA_901283075.1	1	0	1	2	0	1	2	2	2
GCA_901236185.1	1	2	1	2	0	1	2	2	2
GCA_901281445.1	1	2	1	2	0	1	2	2	2
GCA_901280935.1	1	0	1	2	0	1	2	2	2
GCA_901278505.1	1	0	1	2	0	1	2	2	2
GCA_901275965.1	1	0	1	2	0	1	2	2	2
GCA_901266625.1	1	0	1	2	0	1	2	2	2
GCA_901253065.1	1	0	1	2	0	1	2	2	2
GCA_901251785.1	1	0	1	2	0	1	2	2	2
GCA_901237495.1	1	0	1	2	0	1	2	2	2
GCA_901220415.1	1	2	1	2	0	1	2	2	2
GCA_901239545.1	1	2	1	2	0	1	2	2	2
GCA_901226905.1	1	2	1	2	0	1	2	2	2
GCA_901227345.1	1	2	1	2	0	1	2	2	2
GCA_901216725.1	1	2	1	2	0	1	2	2	2
GCA_901255935.1	1	0	1	2	0	1	2	2	2
GCA_901253665.1	1	0	1	2	0	1	2	2	2
GCA_901248425.1	1	0	1	2	0	1	2	2	2
GCA_901248025.1	1	0	1	2	0	1	2	2	2
GCA_901246655.1	1	0	1	2	0	1	2	2	2
GCA_901240265.1	1	0	1	2	0	1	2	2	2
GCA_901244895.1	1	0	1	2	0	1	2	2	2
GCA_901240155.1	1	0	1	2	0	1	2	2	2
GCA_901248765.1	1	0	1	2	0	1	2	2	2
GCA_901250885.1	1	0	1	2	0	1	2	2	2
GCA_901250735.1	1	0	1	2	0	1	2	2	2
GCA_901233205.1	1	0	1	2	0	0	2	2	2
GCA_901236965.1	1	2	1	2	0	1	2	2	2
GCA_901245975.1	1	0	1	2	0	1	2	2	2
GCA_901241005.1	1	2	1	2	0	2	2	2	2
GCA_901231865.1	1	2	1	2	0	1	2	2	2
GCA_901281465.1	1	2	1	2	0	1	2	2	2
GCA_901277155.1	1	2	1	2	0	1	2	2	2
GCA_901247175.1	1	2	1	2	2	1	2	2	2
GCA_901230175.1	1	2	1	2	2	1	2	2	2
GCA_901225275.1	1	2	1	2	0	1	2	2	2
GCA_901221535.1	1	2	1	2	0	1	2	2	2
GCA_901215485.1	1	2	1	2	2	1	2	2	2
GCA_901248625.1	1	0	1	2	0	1	2	2	2
GCA_901272465.1	1	0	0	2	0	0	2	2	2
GCA_901232435.1	1	2	1	2	0	1	2	2	2
GCA_901340355.1	1	1	1	2	0	1	2	2	2
GCA_901242795.1	1	1	1	2	0	1	2	2	2
GCA_901241845.1	1	1	1	2	0	1	2	2	2
GCA_901231315.1	1	0	1	2	0	1	2	2	2
GCA_901339085.1	1	0	1	2	0	1	2	2	2
GCA_901253325.1	1	0	1	2	0	1	2	2	2
GCA_901246015.1	1	0	1	2	0	1	2	2	2
GCA_901239605.1	1	0	1	2	0	1	2	2	2
GCA_901332195.1	1	1	1	2	0	1	2	2	2
GCA_901321075.1	1	0	1	2	0	1	2	2	2
GCA_901320575.1	1	0	1	2	0	1	2	2	2
GCA_901319585.1	1	0	1	2	0	1	2	2	2
GCA_901317485.1	1	1	1	2	0	1	2	2	2
GCA_901309985.1	1	1	1	2	0	1	2	2	2
GCA_901309685.1	1	0	1	2	0	1	2	2	2
GCA_901308355.1	1	1	1	2	0	1	2	2	2
GCA_901272225.1	1	0	1	2	0	1	2	2	2
GCA_901267635.1	1	0	1	2	0	1	2	2	2
GCA_901264855.1	1	0	1	2	0	1	2	2	2
GCA_901307905.1	1	1	1	2	0	1	2	2	2
GCA_901236515.1	1	0	1	2	0	1	2	2	2
GCA_901236165.1	1	0	1	2	0	1	2	2	2
GCA_901283795.1	1	1	1	2	0	1	2	2	2
GCA_901282195.1	1	1	1	2	0	1	2	2	2
GCA_901281925.1	1	1	1	2	0	1	2	2	2
GCA_901281145.1	1	1	1	2	0	1	2	2	2
GCA_901280585.1	1	1	1	2	0	1	2	2	2
GCA_901243865.1	1	1	1	2	0	1	2	2	2
GCA_901239465.1	1	2	1	2	0	1	2	2	2
GCA_901281135.1	1	2	1	2	0	1	2	2	2
GCA_901279085.1	1	1	1	2	0	1	2	2	2
GCA_901270605.1	1	1	1	2	0	1	2	2	2
GCA_901262925.1	1	0	1	2	0	1	2	2	2
GCA_901250195.1	1	0	1	2	0	1	2	2	2
GCA_901253235.1	1	1	1	2	0	1	2	2	2
GCA_901240285.1	1	1	1	2	0	1	2	2	2
GCA_901239015.1	1	1	1	2	0	1	2	2	2
GCA_901237765.1	1	1	1	2	0	1	2	2	2
GCA_901284205.1	1	2	1	2	0	1	2	2	2
GCA_901280245.1	1	1	1	2	0	1	2	2	2
GCA_901275725.1	1	2	1	2	0	1	2	2	2
GCA_901277955.1	1	1	1	2	0	1	2	2	2
GCA_901277635.1	1	1	1	2	0	1	2	2	2
GCA_901225585.1	1	1	1	2	0	1	2	2	2
GCA_901220405.1	1	1	1	2	0	1	2	2	2
GCA_901217415.1	1	2	1	2	0	1	2	2	2
GCA_901214665.1	1	1	1	2	0	1	2	2	2
GCA_901249125.1	1	1	1	2	0	1	2	2	2
GCA_901262285.1	1	0	1	2	0	1	2	2	2
GCA_901255675.1	1	0	1	2	0	1	2	2	2
GCA_901218785.1	1	2	1	2	0	1	2	2	2
GCA_901248635.1	1	0	1	2	0	1	2	2	2
GCA_901239795.1	1	0	1	2	0	1	2	2	2
GCA_901339645.1	1	0	1	2	0	1	2	2	2
GCA_901255545.1	1	2	1	2	2	1	2	2	2
GCA_901276095.1	1	0	1	2	0	1	2	2	2
GCA_901254495.1	1	0	1	2	0	1	2	2	2
GCA_901253255.1	1	0	1	2	0	1	2	2	2
GCA_901248465.1	1	0	1	2	0	1	2	2	2
GCA_901276295.1	1	2	1	2	2	1	2	2	2
GCA_901227835.1	1	2	1	2	0	1	2	2	2
GCA_901339485.1	1	0	1	2	0	1	2	2	2
GCA_901339415.1	1	0	0	2	0	1	2	2	2
GCA_901280275.1	1	0	1	2	0	1	2	2	2
GCA_901246055.1	1	0	1	2	0	1	2	2	2
GCA_901253155.1	1	1	1	2	0	1	2	2	2
GCA_901239575.1	1	2	1	2	0	1	2	2	2
GCA_901312235.1	1	0	1	2	0	1	2	2	2
GCA_901281355.1	1	2	1	2	2	1	2	2	2
GCA_901228675.1	1	1	1	2	0	1	2	2	2
GCA_901224265.1	1	2	2	2	0	2	2	2	2
GCA_901231295.1	1	2	1	2	2	1	2	2	2
GCA_901239395.1	1	0	1	2	0	1	2	2	2
GCA_901259935.1	1	0	1	2	0	1	2	2	2
GCA_901268945.1	1	0	1	2	1	1	2	2	2
GCA_901230785.1	1	2	1	2	0	1	2	2	2
GCA_901240035.1	1	2	1	2	0	1	2	2	2
GCA_901228565.1	1	2	1	2	2	1	2	2	2
GCA_901234445.1	1	2	0	2	0	0	2	2	2
GCA_901248235.1	1	0	0	2	0	1	2	2	2
GCA_901231645.1	1	2	2	2	2	2	2	2	2
GCA_901226235.1	1	2	2	2	2	2	2	2	2
GCA_901237945.1	1	2	2	2	2	2	2	2	2
GCA_901334075.1	1	1	1	2	0	0	2	2	2
GCA_901333615.1	1	1	1	2	0	1	2	2	2
GCA_901303225.1	1	1	1	2	0	1	2	2	2
GCA_901225885.1	1	2	0	2	0	0	2	2	2
GCA_901276895.1	1	0	0	2	0	1	2	2	2
GCA_901241015.1	1	0	0	2	0	1	2	2	2
GCA_901219395.1	1	2	2	2	2	2	2	2	2
GCA_901338055.1	1	0	0	2	0	0	2	2	2
GCA_901330075.1	1	0	0	2	0	0	2	2	2
GCA_901283285.1	1	2	2	2	2	2	2	2	2
GCA_901273225.1	1	0	0	2	0	1	2	2	2
GCA_901275085.1	1	0	0	2	0	1	2	2	2
GCA_901339385.1	1	0	0	2	0	0	2	2	2
GCA_901269485.1	1	0	0	2	0	1	2	2	2
GCA_901301965.1	1	0	0	2	0	0	2	2	2
GCA_901331545.1	1	0	0	2	0	0	2	2	2
GCA_901222545.1	1	2	2	2	0	2	2	2	2
GCA_901221165.1	1	2	2	2	0	2	2	2	2
GCA_901337025.1	1	0	0	2	2	0	2	2	2
GCA_901331335.1	1	0	0	2	2	1	2	2	2
GCA_901296265.1	1	0	0	2	2	0	2	2	2
GCA_901311165.1	1	0	0	2	2	1	2	2	2
GCA_901287875.1	1	0	0	2	2	0	2	2	2
GCA_901287005.1	1	0	0	2	2	0	2	2	2
GCA_901331935.1	1	0	0	2	2	0	2	2	2
GCA_901307875.1	1	0	0	2	2	0	2	2	2
GCA_901296725.1	1	0	0	2	2	0	2	2	2
GCA_901341185.1	1	0	0	2	2	0	2	2	2
GCA_901310355.1	1	0	0	2	2	0	2	2	2
GCA_901336895.1	1	0	0	2	0	0	2	2	2
GCA_901335615.1	1	0	0	2	0	0	2	2	2
GCA_901231245.1	1	2	2	2	0	2	2	2	2
GCA_901243975.1	1	0	0	2	0	1	2	2	2
GCA_901338255.1	1	0	0	2	0	0	2	2	2
GCA_901252005.1	1	2	2	2	0	2	2	2	2
GCA_901273035.1	1	2	0	2	0	0	2	2	2
GCA_901259885.1	1	2	0	2	0	0	2	2	2
GCA_901337865.1	1	0	0	2	0	0	2	2	2
GCA_901308045.1	1	2	2	2	2	2	2	2	2
GCA_901212795.1	1	2	2	2	2	2	2	2	2
GCA_901236765.1	1	0	0	2	0	1	2	2	2
GCA_901251475.1	1	0	0	2	0	0	2	2	2
GCA_901313215.1	1	0	0	2	0	1	2	2	2
GCA_901235445.1	1	2	2	2	2	2	2	2	2
GCA_901234805.1	1	2	2	2	2	2	2	2	2
GCA_901281995.1	1	2	2	2	2	2	2	2	2
GCA_901250375.1	1	2	2	2	2	2	2	2	2
GCA_901274485.1	1	0	0	2	0	1	2	2	2
GCA_901332035.1	1	2	2	2	2	2	2	2	2
GCA_901332515.1	1	2	2	2	0	2	2	2	2
GCA_901337445.1	1	0	0	2	0	1	2	2	2
GCA_901236815.1	1	0	0	2	0	1	2	2	2
GCA_901329945.1	1	0	0	2	0	0	2	2	2
GCA_901223425.1	1	0	0	2	0	0	2	2	2
GCA_901335165.1	1	1	0	2	0	0	2	2	2
GCA_901334175.1	1	0	0	2	0	0	2	2	2
GCA_901333255.1	1	0	0	2	0	0	2	2	2
GCA_901320115.1	1	0	0	2	0	1	2	2	2
GCA_901319715.1	1	0	0	2	0	1	2	2	2
GCA_901256945.1	1	0	0	2	0	1	2	2	2
GCA_901227855.1	1	2	2	2	0	2	2	2	2
GCA_901223965.1	1	2	2	2	0	2	2	2	2
GCA_901281795.1	1	2	2	2	0	2	2	2	2
GCA_901281425.1	1	2	2	2	0	2	2	2	2
GCA_901235635.1	1	2	2	2	0	2	2	2	2
GCA_901278925.1	1	2	2	2	0	2	2	2	2
GCA_901272175.1	1	0	0	2	0	1	2	2	2
GCA_901259525.1	1	0	1	2	0	1	2	2	2
GCA_901220215.1	1	2	2	2	0	2	2	2	2
GCA_901282145.1	1	2	2	2	0	2	2	2	2
GCA_901279225.1	1	2	2	2	0	2	2	2	2
GCA_901277705.1	1	2	2	2	0	2	2	2	2
GCA_901238875.1	1	2	2	2	2	2	2	2	2
GCA_901217375.1	1	2	2	2	0	2	2	2	2
GCA_901261275.1	1	0	0	2	0	0	2	2	2
GCA_901338385.1	1	0	0	2	0	0	2	2	2
GCA_901239715.1	1	0	0	2	0	1	2	2	2
GCA_901231155.1	1	2	2	2	0	2	2	2	2
GCA_901335195.1	1	0	0	2	0	1	2	2	2
GCA_901283445.1	1	2	2	2	0	2	2	2	2
GCA_901248885.1	1	0	0	2	0	1	2	2	2
GCA_901243995.1	1	2	0	2	0	0	2	2	2
GCA_901235395.1	1	2	0	2	0	0	2	2	2
GCA_901248595.1	1	0	0	2	0	0	2	2	2
GCA_901230235.1	1	0	0	2	0	1	2	2	2
GCA_901338895.1	1	0	0	2	0	0	2	2	2
GCA_901338835.1	1	0	0	2	0	0	2	2	2
GCA_901315625.1	1	0	0	2	0	1	2	2	2
GCA_901249175.1	1	0	0	2	0	1	2	2	2
GCA_901282875.1	1	2	2	2	2	2	2	2	2
GCA_901226175.1	1	2	2	2	2	2	2	2	2
GCA_901253955.1	1	0	0	2	0	0	2	2	2
GCA_901235745.1	1	2	0	2	0	0	2	2	2
GCA_901256735.1	1	2	0	2	0	0	2	2	2
GCA_901253715.1	1	0	0	2	0	0	2	2	2
GCA_901339265.1	1	0	0	2	0	0	2	2	2
GCA_901338485.1	1	0	0	2	0	0	2	2	2
GCA_901272395.1	1	0	0	2	0	1	2	2	2
GCA_901308705.1	1	0	0	2	0	1	2	2	2
GCA_901280665.1	1	2	2	2	2	2	2	2	2
GCA_901254435.1	1	2	0	2	0	0	2	2	2
GCA_901336245.1	1	0	0	2	0	1	2	2	2
GCA_901293635.1	1	0	0	2	2	1	2	2	2
GCA_901337345.1	1	0	0	2	0	0	2	2	2
GCA_901337075.1	1	0	0	2	0	0	2	2	2
GCA_901333775.1	1	0	0	2	0	0	2	2	2
GCA_901335045.1	1	0	0	2	0	0	2	2	2
GCA_901266825.1	1	0	0	2	0	1	2	2	2
GCA_901240815.1	1	2	0	2	0	0	2	2	2
GCA_901262425.1	1	2	0	2	0	1	2	2	2
GCA_901300895.1	1	0	1	2	0	1	2	2	2
GCA_901306915.1	1	0	1	2	0	1	2	2	2
GCA_901225075.1	1	0	0	2	0	0	2	2	2
GCA_901278815.1	1	0	0	2	0	1	2	2	2
GCA_901213615.1	1	2	2	2	2	2	2	2	2
GCA_901264275.1	1	0	0	2	0	0	2	2	2
GCA_901338985.1	1	0	0	2	0	0	2	2	2
GCA_901270345.1	1	0	0	2	0	1	2	2	2
GCA_901231055.1	1	2	2	2	0	2	2	2	2
GCA_901304895.1	1	2	2	2	0	2	2	2	2
GCA_901281775.1	1	2	2	2	0	2	2	2	2
GCA_901245755.1	1	0	0	2	0	1	2	2	2
GCA_901282285.1	1	2	2	2	0	2	2	2	2
GCA_901279945.1	1	2	2	2	0	2	2	2	2
GCA_901278405.1	1	2	2	2	0	2	2	2	2
GCA_901233265.1	1	2	2	2	0	2	2	2	2
GCA_901216805.1	1	2	2	2	0	2	2	2	2
GCA_901214285.1	1	2	2	2	0	2	2	2	2
GCA_901225675.1	1	2	2	2	2	2	2	2	2
GCA_901248575.1	1	2	2	2	0	2	2	2	2
GCA_901238005.1	1	2	2	2	2	2	2	2	2
GCA_901278875.1	1	0	0	2	0	1	2	2	2
GCA_901260995.1	1	2	2	2	2	2	2	2	2
GCA_901257305.1	1	2	2	2	2	2	2	2	2
GCA_901283215.1	1	2	2	2	2	2	2	2	2
GCA_901279905.1	1	2	2	2	2	2	2	2	2
GCA_901245325.1	1	2	2	2	2	2	2	2	2
GCA_901218525.1	1	2	2	2	2	2	2	2	2
GCA_901216285.1	1	2	2	2	2	2	2	2	2
GCA_901243515.1	1	0	0	2	0	1	2	2	2
GCA_901337125.1	1	0	0	2	0	0	2	2	2
GCA_901333665.1	1	0	0	2	0	0	2	2	2
GCA_901242535.1	1	0	0	2	0	1	2	2	2
GCA_901215545.1	1	2	2	2	2	2	2	2	2
GCA_901239405.1	1	2	2	2	2	2	2	2	2
GCA_901297055.1	1	0	0	2	2	2	2	2	2
GCA_901301665.1	1	0	0	2	0	0	2	2	2
GCA_901300485.1	1	0	0	2	2	0	2	2	2
GCA_901292315.1	1	0	0	2	2	0	2	2	2
GCA_901302385.1	1	0	0	2	2	0	2	2	2
GCA_901288115.1	1	0	0	2	2	0	2	2	2
GCA_901228095.1	1	2	0	2	0	0	2	2	2
GCA_901338655.1	1	0	0	2	0	0	2	2	2
GCA_901308795.1	1	0	0	2	0	0	2	2	2
GCA_901249205.1	1	0	0	2	0	0	2	2	2
GCA_901233635.1	1	2	2	2	2	2	2	2	2
GCA_901242245.1	1	2	0	2	0	0	2	2	2
GCA_901339205.1	1	0	0	2	0	0	2	2	2
GCA_901238695.1	1	0	0	2	0	1	2	2	2
GCA_901254565.1	1	0	0	2	0	0	2	2	2
GCA_901223565.1	1	0	0	2	0	0	2	2	2
GCA_901281585.1	1	2	2	2	2	2	2	2	2
GCA_901318845.1	1	0	0	2	0	1	2	2	2
GCA_901247355.1	1	2	0	2	0	0	2	2	2
GCA_901280435.1	1	2	2	2	2	2	2	2	2
GCA_901281315.1	1	0	0	2	0	1	2	2	2
GCA_901272365.1	1	0	0	2	0	1	2	2	2
GCA_901247225.1	1	2	0	2	0	0	2	2	2
GCA_901249745.1	1	2	0	2	0	0	2	2	2
GCA_901339195.1	1	0	0	2	0	0	2	2	2
GCA_901247025.1	1	0	0	2	0	1	2	2	2
GCA_901248375.1	1	2	2	2	2	2	2	2	2
GCA_901279545.1	1	2	2	2	2	2	2	2	2
GCA_901283535.1	1	2	2	2	2	2	2	2	2
GCA_901265825.1	1	0	0	2	0	0	2	2	2
GCA_901332975.1	1	0	0	2	0	1	2	2	2
GCA_901338215.1	1	0	0	2	0	0	2	2	2
GCA_901245675.1	1	0	0	2	0	1	2	2	2
GCA_901276755.1	1	0	0	2	0	1	2	2	2
GCA_901339635.1	1	0	0	2	0	0	2	2	2
GCA_901333305.1	1	0	0	2	0	1	2	2	2
GCA_901287275.1	1	0	0	2	0	0	2	2	2
GCA_901245255.1	1	0	0	2	0	0	2	2	2
GCA_901229445.1	1	0	0	2	0	0	2	2	2
GCA_901217285.1	1	0	0	2	0	0	2	2	2
GCA_901214465.1	1	0	0	2	0	0	2	2	2
GCA_901223525.1	1	0	0	2	0	0	2	2	2
GCA_901222605.1	1	0	0	2	0	1	2	2	2
GCA_901222415.1	1	0	0	2	0	0	2	2	2
GCA_901213965.1	1	0	0	2	0	0	2	2	2
GCA_901213905.1	1	1	0	2	0	1	2	2	2
GCA_901213825.1	1	0	0	2	0	1	2	2	2
GCA_901213925.1	1	0	0	2	0	1	2	2	2
GCA_901213875.1	1	1	0	2	0	1	2	2	2
GCA_901238255.1	1	2	2	2	2	1	2	2	2
GCA_901275195.1	1	2	2	2	2	2	2	2	2
GCA_901286795.1	1	0	0	2	2	1	2	2	2
GCA_901217315.1	1	2	2	2	2	2	2	2	2
GCA_901287965.1	1	0	0	2	0	1	2	2	2
GCA_901287785.1	1	0	0	2	0	1	2	2	2
GCA_901336945.1	1	0	0	2	0	1	2	2	2
GCA_901335225.1	1	0	0	2	0	1	2	2	2
GCA_901334605.1	1	0	0	2	0	1	2	2	2
GCA_901309635.1	1	0	0	2	0	0	2	2	2
GCA_901309585.1	1	0	0	2	0	0	2	2	2
GCA_901309245.1	1	0	0	2	2	0	2	2	2
GCA_901334315.1	1	0	0	2	0	0	2	2	2
GCA_901300505.1	1	0	0	2	0	1	2	2	2
GCA_901311325.1	1	0	0	2	0	1	2	2	2
GCA_901230995.1	1	2	0	2	0	0	2	2	2
GCA_901227125.1	1	2	0	2	0	0	2	2	2
GCA_901247595.1	1	0	0	2	0	0	2	2	2
GCA_901222925.1	1	0	0	2	0	0	2	2	2
GCA_901339765.1	1	0	0	2	0	1	2	2	2
GCA_901339245.1	1	0	0	2	0	0	2	2	2
GCA_901262405.1	1	0	0	2	0	1	2	2	2
GCA_901320975.1	1	0	0	2	0	1	2	2	2
GCA_901280605.1	1	2	2	2	2	2	2	2	2
GCA_901228575.1	1	0	0	2	0	1	2	2	2
GCA_901248725.1	1	0	1	2	0	1	2	2	2
GCA_901327575.1	1	0	1	2	0	1	2	2	2
GCA_901330795.1	1	0	1	2	0	1	2	2	2
GCA_901298425.1	1	0	0	2	2	2	2	2	2
GCA_901339045.1	1	1	0	2	0	1	2	2	2
GCA_901217105.1	1	2	2	2	2	2	2	2	2
GCA_901281175.1	1	2	1	2	0	1	2	2	2
GCA_901254815.1	1	2	0	2	0	0	2	2	2
GCA_901234005.1	1	2	0	2	0	0	2	2	2
GCA_901339175.1	1	0	0	2	0	0	2	2	2
GCA_901223925.1	1	0	0	2	0	0	2	2	2
GCA_901319145.1	1	0	0	2	0	1	2	2	2
GCA_901315685.1	1	0	0	2	0	1	2	2	2
GCA_901313365.1	1	0	0	2	0	1	2	2	2
GCA_901245585.1	1	0	0	2	0	1	2	2	2
GCA_901243555.1	1	0	0	2	0	1	2	2	2
GCA_901274545.1	1	0	0	2	0	1	2	2	2
GCA_901266495.1	1	0	0	2	0	1	2	2	2
GCA_901240545.1	1	2	2	2	0	2	2	2	2
GCA_901284135.1	1	2	2	2	0	2	2	2	2
GCA_901280635.1	1	2	2	2	0	2	2	2	2
GCA_901278705.1	1	2	2	2	0	2	2	2	2
GCA_901238475.1	1	2	2	2	0	2	2	2	2
GCA_901249475.1	1	0	0	2	0	1	2	2	2
GCA_901250035.1	1	0	0	2	0	1	2	2	2
GCA_901339845.1	1	0	0	2	0	1	2	2	2
GCA_901225875.1	1	0	0	2	0	0	2	2	2
GCA_901337375.1	1	0	0	2	0	0	2	2	2
GCA_901254235.1	1	0	0	2	0	1	2	2	2
GCA_901233745.1	1	2	2	2	0	2	2	2	2
GCA_901225085.1	1	2	2	2	0	2	2	2	2
GCA_901227105.1	1	2	2	2	0	2	2	2	2
GCA_901223825.1	1	2	2	2	0	2	2	2	2
GCA_901223635.1	1	1	2	2	0	1	2	2	2
GCA_901220085.1	1	2	2	2	0	2	2	2	2
GCA_901305525.1	1	2	2	2	0	2	2	2	2
GCA_901247435.1	1	2	2	2	0	2	2	2	2
GCA_901267305.1	1	0	0	2	0	1	2	2	2
GCA_901235955.1	1	0	0	2	0	1	2	2	2
GCA_901244525.1	1	0	0	2	0	1	2	2	2
GCA_901338235.1	1	0	0	2	0	0	2	2	2
GCA_901226065.1	1	0	0	2	0	0	2	2	2
GCA_901336795.1	1	0	0	2	0	0	2	2	2
GCA_901280855.1	1	2	2	2	2	2	2	2	2
GCA_901282885.1	1	2	2	2	2	2	2	2	2
GCA_901268245.1	1	2	2	2	0	2	2	2	2
GCA_901218615.1	1	2	2	2	0	2	2	2	2
GCA_901217595.1	1	2	2	2	2	2	2	2	2
GCA_901243395.1	1	2	2	2	0	2	2	2	2
GCA_901261225.1	1	0	0	2	0	1	2	2	2
GCA_901248145.1	1	2	2	2	0	2	2	2	2
GCA_901247395.1	1	0	0	2	0	1	2	2	2
GCA_901232885.1	1	2	2	2	2	2	2	2	2
GCA_901281745.1	1	2	2	2	2	2	2	2	2
GCA_901249345.1	1	2	0	2	0	0	2	2	2
GCA_901247215.1	1	2	2	2	0	2	2	2	2
GCA_901283425.1	1	0	0	2	0	1	2	2	2
GCA_901224385.1	1	0	0	2	0	0	2	2	2
GCA_901221265.1	1	0	0	2	0	1	2	2	2
GCA_901328585.1	1	2	0	2	0	0	2	2	2
GCA_901287525.1	1	0	0	2	0	1	2	2	2
GCA_901298305.1	1	0	0	2	2	2	2	2	2
GCA_901297575.1	1	0	0	2	2	2	2	2	2
GCA_901297475.1	1	0	0	2	2	2	2	2	2
GCA_901318785.1	1	0	0	2	0	1	2	2	2
GCA_901314875.1	1	0	0	2	0	1	2	2	2
GCA_901249275.1	1	0	0	2	0	1	2	2	2
GCA_901246185.1	1	0	0	2	0	1	2	2	2
GCA_901232915.1	1	0	0	2	0	1	2	2	2
GCA_901241095.1	1	0	0	2	0	1	2	2	2
GCA_901242925.1	1	0	0	2	0	1	2	2	2
GCA_901250805.1	1	0	0	2	0	0	2	2	2
GCA_901339615.1	1	0	1	2	0	1	2	2	2
GCA_901226225.1	1	0	0	2	0	0	2	2	2
GCA_901327145.1	1	0	0	2	0	0	2	2	2
GCA_901337255.1	1	0	0	2	0	0	2	2	2
GCA_901319225.1	1	0	0	2	0	1	2	2	2
GCA_901318985.1	1	0	0	2	0	1	2	2	2
GCA_901313945.1	1	0	1	2	0	1	2	2	2
GCA_901249135.1	1	0	0	2	0	1	2	2	2
GCA_901245155.1	1	0	0	2	0	1	2	2	2
GCA_901245435.1	1	2	2	2	0	2	2	2	2
GCA_901278285.1	1	0	0	2	0	1	2	2	2
GCA_901278115.1	1	0	0	2	0	1	2	2	2
GCA_901246745.1	1	2	2	2	2	2	2	2	2
GCA_901232305.1	1	2	2	2	0	2	2	2	2
GCA_901229555.1	1	2	2	2	0	2	2	2	2
GCA_901279605.1	1	2	2	2	0	2	2	2	2
GCA_901223545.1	1	2	2	2	0	2	2	2	2
GCA_901248185.1	1	2	1	2	0	1	2	2	2
GCA_901217895.1	1	2	2	2	2	2	2	2	2
GCA_901274715.1	1	2	2	2	2	2	2	2	2
GCA_901273725.1	1	2	2	2	2	2	2	2	2
GCA_901243115.1	1	0	0	2	0	1	2	2	2
GCA_901265385.1	1	0	0	2	0	1	2	2	2
GCA_901262895.1	1	0	0	2	0	0	2	2	2
GCA_901260845.1	1	0	0	2	0	1	2	2	2
GCA_901232095.1	1	2	0	2	0	0	2	2	2
GCA_901321185.1	1	0	0	2	0	1	2	2	2
GCA_901316575.1	1	0	0	2	0	1	2	2	2
GCA_901222165.1	1	2	2	2	2	2	2	2	2
GCA_901242415.1	1	2	2	2	2	2	2	2	2
GCA_901217025.1	1	2	2	2	2	2	2	2	2
GCA_901215645.1	1	2	2	2	2	2	2	2	2
GCA_901214825.1	1	2	2	2	2	2	2	2	2
GCA_901273535.1	1	2	2	2	2	2	2	2	2
GCA_901339865.1	1	0	0	2	0	0	2	2	2
GCA_901338695.1	1	0	0	2	0	0	2	2	2
GCA_901329805.1	1	0	0	2	0	0	2	2	2
GCA_901329705.1	1	0	0	2	0	0	2	2	2
GCA_901222745.1	1	0	0	2	0	0	2	2	2
GCA_901221595.1	1	0	0	2	0	0	2	2	2
GCA_901220895.1	1	0	0	2	0	0	2	2	2
GCA_901330605.1	1	0	0	2	0	0	2	2	2
GCA_901338635.1	1	0	0	2	0	0	2	2	2
GCA_901338415.1	1	0	0	2	0	0	2	2	2
GCA_901338335.1	1	0	0	2	0	0	2	2	2
GCA_901338245.1	1	0	0	2	0	0	2	2	2
GCA_901337595.1	1	0	0	2	0	0	2	2	2
